Group,EdgeType,NodeA,NodeB,AxisDistance,ExactDistance
3,PIECE_PIECE,A7-1,A452-1,7.33346197324415e-12,0
3,PIECE_PIECE,A7-2,A452-2,5.6843418860808e-14,0
3,PIECE_PIECE,A8-1,A450-1,1.32502484887786e-11,0
3,PIECE_PIECE,A8-2,A450-2,0,0
3,PIECE_PIECE,A9-1,A503-1,9.63592360695524e-12,0
3,PIECE_PIECE,A9-2,A178-1,54.1869683237236,0
3,PIECE_PIECE,A9-2,A503-2,1.08474163806719e-11,0
3,PIECE_PIECE,A9-3,A503-3,1.18321730326513e-11,0
3,PIECE_PIECE,A10-1,A525-1,6.82121026329696e-12,0
3,PIECE_PIECE,A10-2,A94-1,41.4321392304711,0
3,PIECE_PIECE,A10-2,A97-1,35.5663310110501,0
3,PIECE_PIECE,A10-2,A525-2,0,0
3,PIECE_PIECE,A12-1,A440-1,1.59421216657921e-11,0
3,PIECE_PIECE,A12-2,A440-2,1.12590154486861e-11,0
3,PIECE_PIECE,A12-3,A440-3,7.83697393654351e-12,0
3,PIECE_PIECE,A13-2,A94-1,42.6014655650072,0
3,PIECE_PIECE,A13-2,A106-1,17.3953381344018,0
3,PIECE_PIECE,A13-2,A281-1,34.8579009813602,0
3,PIECE_PIECE,A13-2,A310-1,34.8579009813616,0
3,PIECE_PIECE,A14-1,A490-1,2.73085155401175e-12,0
3,PIECE_PIECE,A14-2,A106-1,6.47117067564562,0
3,PIECE_PIECE,A14-2,A490-2,0,0
3,PIECE_PIECE,A15-1,A382-2,48.4982523348801,0
3,PIECE_PIECE,A15-1,A393-1,2.93091635181955e-11,0
3,PIECE_PIECE,A15-2,A393-2,4.54747350886464e-13,0
3,PIECE_PIECE,A16-1,A456-1,8.05814358803643e-12,0
3,PIECE_PIECE,A16-2,A127-2,60.651411206254,0.651411206271091
3,PIECE_PIECE,A16-2,A143-2,60.6514112062511,0.651411206267776
3,PIECE_PIECE,A16-2,A456-2,0,0
3,PIECE_PIECE,A17-1,A338-1,14.4864597072032,0
3,PIECE_PIECE,A17-1,A398-1,4.23971127538894e-11,0
3,PIECE_PIECE,A17-2,A398-2,6.43109871076874e-13,0
3,PIECE_PIECE,A18-1,A462-1,7.15437150111639e-12,0
3,PIECE_PIECE,A18-2,A462-2,0,0
3,PIECE_PIECE,A19-1,A474-1,2.73501328641994e-11,0
3,PIECE_PIECE,A19-2,A474-2,1.60133066507651e-11,0
3,PIECE_PIECE,A19-3,A474-3,2.2755550168216e-11,0
3,PIECE_PIECE,A20-1,A443-1,9.34447716100954e-12,0
3,PIECE_PIECE,A20-2,A443-2,0,0
3,PIECE_PIECE,A21-1,A477-1,6.08835209231797e-12,0
3,PIECE_PIECE,A21-2,A36-2,32.6067186648203,0
3,PIECE_PIECE,A21-2,A477-2,0,0
3,PIECE_PIECE,A21-2,A530-2,32.6067186648403,0
3,PIECE_PIECE,A22-1,A480-1,2.99063377450828e-12,0
3,PIECE_PIECE,A22-2,A480-2,0,0
3,PIECE_PIECE,A23-1,A520-1,5.2259633279318e-12,0
3,PIECE_PIECE,A23-2,A119-1,17.7595591183695,0
3,PIECE_PIECE,A23-2,A520-2,0,0
3,PIECE_PIECE,A24-1,A533-1,8.4097528128527e-12,0
3,PIECE_PIECE,A24-2,A533-2,0,0
3,PIECE_PIECE,A25-1,A521-1,9.02934045901237e-12,0
3,PIECE_PIECE,A25-2,A521-2,0,0
3,PIECE_PIECE,A26-1,A534-1,4.19256341833392e-12,0
3,PIECE_PIECE,A26-2,A534-2,2.27373675443232e-13,0
3,PIECE_PIECE,A27-1,A99-1,27.484068166523,0
3,PIECE_PIECE,A27-1,A464-1,1.18779625032484e-11,0
3,PIECE_PIECE,A27-1,A524-1,27.4840681665234,0
3,PIECE_PIECE,A27-2,A464-2,4.54747350886464e-13,0
3,PIECE_PIECE,A28-1,A512-1,7.05957731782292e-12,0
3,PIECE_PIECE,A28-2,A512-2,0,0
3,PIECE_PIECE,A29-1,A504-1,4.09272615797818e-12,0
3,PIECE_PIECE,A29-2,A156-1,57.7531825989781,0
3,PIECE_PIECE,A29-2,A290-1,57.7531825989822,0
3,PIECE_PIECE,A29-2,A504-2,0,0
3,PIECE_PIECE,A30-1,A381-1,2.03829435399264e-11,0
3,PIECE_PIECE,A30-2,A381-2,0,0
3,PIECE_PIECE,A31-1,A35-1,58.5244437736695,0
3,PIECE_PIECE,A31-1,A482-1,58.5244437736702,0
3,PIECE_PIECE,A31-1,A529-1,3.83850943220162e-12,0
3,PIECE_PIECE,A31-2,A32-2,21.6690882153179,0
3,PIECE_PIECE,A31-2,A509-2,21.6690882153119,0
3,PIECE_PIECE,A31-2,A529-2,1.13686837721616e-13,0
3,PIECE_PIECE,A32-1,A460-1,41.2593338469224,0
3,PIECE_PIECE,A32-1,A509-1,7.16136844313206e-12,0
3,PIECE_PIECE,A32-2,A207-1,11.2080670232472,0
3,PIECE_PIECE,A32-2,A509-2,0,0
3,PIECE_PIECE,A32-2,A529-2,21.6690882153151,0
3,PIECE_PIECE,A33-1,A491-1,2.9118037843695e-12,0
3,PIECE_PIECE,A33-2,A138-1,23.0869297094121,0
3,PIECE_PIECE,A33-2,A187-1,23.086929709438,0
3,PIECE_PIECE,A33-2,A491-2,2.27373675443232e-13,0
3,PIECE_PIECE,A34-1,A506-1,2.84898398743773e-12,0
3,PIECE_PIECE,A34-2,A506-2,0,0
3,PIECE_PIECE,A35-1,A482-1,3.83850943220162e-12,0
3,PIECE_PIECE,A35-1,A529-1,58.5244437736674,0
3,PIECE_PIECE,A35-2,A482-2,0,0
3,PIECE_PIECE,A36-1,A530-1,6.77939693372335e-12,0
3,PIECE_PIECE,A36-2,A477-2,32.6067186648201,0
3,PIECE_PIECE,A36-2,A530-2,0,0
3,PIECE_PIECE,A38-1,A367-1,35.6227525607113,0
3,PIECE_PIECE,A38-1,A406-2,25.2989207647811,0
3,PIECE_PIECE,A38-1,A428-1,6.20551040943777e-11,0
3,PIECE_PIECE,A38-1,A448-2,25.2989207647743,0
3,PIECE_PIECE,A38-2,A428-2,2.27373675443232e-13,0
3,PIECE_PIECE,A40-1,A454-1,7.31846600475868e-12,0
3,PIECE_PIECE,A40-2,A454-2,0,0
3,PIECE_PIECE,A41-1,A516-1,7.40275054163235e-12,0
3,PIECE_PIECE,A41-2,A516-2,0,0
3,PIECE_PIECE,A42-1,A403-1,2.32988685774208e-11,0
3,PIECE_PIECE,A42-2,A403-2,0,0
3,PIECE_PIECE,A43-1,A419-1,1.75598328352089e-11,0
3,PIECE_PIECE,A43-2,A419-2,5.57418694535627e-14,0
3,PIECE_PIECE,A44-1,A426-1,2.63606413680098e-11,0
3,PIECE_PIECE,A44-2,A426-2,2.28202080268874e-11,0
3,PIECE_PIECE,A44-3,A426-3,3.25456248837109e-11,0
3,PIECE_PIECE,A45-1,A466-1,2.99063377450828e-12,0
3,PIECE_PIECE,A45-2,A466-2,0,0
3,PIECE_PIECE,A46-1,A402-1,1.49068546898441e-11,0
3,PIECE_PIECE,A46-2,A114-1,26.1902684564598,0
3,PIECE_PIECE,A46-2,A402-2,2.27373675443232e-13,0
3,PIECE_PIECE,A47-1,A416-1,5.95121005755924e-12,0
3,PIECE_PIECE,A47-2,A416-2,2.27373675443232e-13,0
3,PIECE_PIECE,A50-1,A498-1,6.08410489815453e-12,0
3,PIECE_PIECE,A50-2,A131-1,41.2301921852901,0
3,PIECE_PIECE,A50-2,A498-2,0,0
3,PIECE_PIECE,A51-1,A389-1,20.8329026941699,0
3,PIECE_PIECE,A51-1,A472-1,1.82083587747197e-11,0
3,PIECE_PIECE,A51-1,A483-1,12.864319219555,0
3,PIECE_PIECE,A51-1,A487-1,32.7451259003602,0
3,PIECE_PIECE,A51-2,A472-2,1.13686837721616e-13,0
3,PIECE_PIECE,A53-1,A377-1,15.677716971967,0
3,PIECE_PIECE,A53-1,A500-1,1.95924348413588e-12,0
3,PIECE_PIECE,A53-2,A500-2,5.6843418860808e-14,0
3,PIECE_PIECE,A54-1,A447-1,1.64721461484873e-11,0
3,PIECE_PIECE,A54-2,A447-2,3.5527136788005e-15,0
3,PIECE_PIECE,A55-1,A305-1,28.9465780159887,0
3,PIECE_PIECE,A55-1,A380-1,1.59413842748978,0
3,PIECE_PIECE,A55-1,A479-1,4.04507929366837e-12,0
3,PIECE_PIECE,A55-2,A479-2,8.5265128291212e-14,0
3,PIECE_PIECE,A57-1,A502-1,6.01719477471476e-12,0
3,PIECE_PIECE,A57-2,A155-1,34.2879407896581,0
3,PIECE_PIECE,A57-2,A502-2,5.6843418860808e-14,0
3,PIECE_PIECE,A58-1,A59-1,36.7791838301882,0
3,PIECE_PIECE,A58-1,A429-1,1.79866985175712e-12,0
3,PIECE_PIECE,A58-1,A499-1,36.7791838301882,0
3,PIECE_PIECE,A58-2,A429-2,5.6843418860808e-14,0
3,PIECE_PIECE,A59-1,A429-1,36.7791838301885,0
3,PIECE_PIECE,A59-1,A499-1,8.39283021618564e-13,0
3,PIECE_PIECE,A59-2,A499-2,5.6843418860808e-14,0
3,PIECE_PIECE,A60-1,A531-1,9.61414473043922e-13,0
3,PIECE_PIECE,A60-2,A531-2,5.6843418860808e-14,0
3,PIECE_PIECE,A61-1,A507-1,1.70530256582424e-12,0
3,PIECE_PIECE,A61-2,A507-2,1.13686837721616e-13,0
3,PIECE_PIECE,A62-1,A461-1,9.64664806615311e-12,0
3,PIECE_PIECE,A62-2,A461-2,0,0
3,PIECE_PIECE,A63-2,A264-1,56.7649958244215,0
3,PIECE_PIECE,A64-1,A518-1,5.24440228885887e-12,0
3,PIECE_PIECE,A64-2,A518-2,3.32813241773339e-12,0
3,PIECE_PIECE,A64-3,A518-3,4.07373428678714e-12,0
3,PIECE_PIECE,A65-1,A497-1,7.17669268037145e-12,0
3,PIECE_PIECE,A65-2,A122-1,13.9505795065391,0
3,PIECE_PIECE,A65-2,A497-2,3.21554935538437e-13,0
3,PIECE_PIECE,A66-1,A444-1,2.58536967130647e-11,0
3,PIECE_PIECE,A66-2,A444-2,5.08422994585042e-13,0
3,PIECE_PIECE,A67-2,A96-1,22.7309740671356,0
3,PIECE_PIECE,A67-2,A121-1,22.7309740671369,0
3,PIECE_PIECE,A68-1,A517-1,2.03686714339357e-12,0
3,PIECE_PIECE,A68-2,A517-2,0,0
3,PIECE_PIECE,A69-1,A374-1,1.42544436108678e-11,0
3,PIECE_PIECE,A69-2,A374-2,1.13686837721616e-13,0
3,PIECE_PIECE,A70-1,A522-1,1.71663360453539e-12,0
3,PIECE_PIECE,A70-2,A522-2,0,0
3,PIECE_PIECE,A71-1,A478-1,1.59502268682405e-11,0
3,PIECE_PIECE,A71-2,A478-2,0,0
3,PIECE_PIECE,A72-1,A489-1,1.1073821644355e-11,0
3,PIECE_PIECE,A72-2,A183-1,15.2232950846474,0
3,PIECE_PIECE,A72-2,A489-2,4.54747350886464e-13,0
3,PIECE_PIECE,A74-1,A386-1,4.1086272157068e-11,0
3,PIECE_PIECE,A74-2,A386-2,0,0
3,PIECE_PIECE,A75-1,A515-1,5.90405860411865e-12,0
3,PIECE_PIECE,A75-2,A515-2,2.27373675443232e-13,0
3,PIECE_PIECE,A77-1,A523-1,6.39178906425086e-12,0
3,PIECE_PIECE,A77-2,A205-1,31.4649037375362,0
3,PIECE_PIECE,A77-2,A523-2,5.6843418860808e-14,0
3,PIECE_PIECE,A78-1,A379-1,28.747606526207,0
3,PIECE_PIECE,A78-1,A388-1,2.44646044719795e-11,0
3,PIECE_PIECE,A78-2,A388-2,0,0
3,PIECE_PIECE,A79-1,A501-1,7.17579216055106e-12,0
3,PIECE_PIECE,A79-2,A122-1,60.7906647820018,0.790664782045885
3,PIECE_PIECE,A79-2,A181-1,7.16867298121423,0
3,PIECE_PIECE,A79-2,A501-2,0,0
3,PIECE_PIECE,A82-1,A459-1,4.20878208459696e-11,0
3,PIECE_PIECE,A82-2,A459-2,0,0
3,PIECE_PIECE,A83-1,A463-1,1.47792889038101e-12,0
3,PIECE_PIECE,A83-2,A463-2,1.13686837721616e-13,0
3,PIECE_PIECE,A84-1,A514-1,9.592905876038e-12,0
3,PIECE_PIECE,A84-2,A514-2,0,0
3,PIECE_PIECE,A87-1,A424-1,2.05002501877121e-11,0
3,PIECE_PIECE,A87-2,A424-2,3.88536306914717e-12,0
3,PIECE_PIECE,A87-3,A424-3,5.6843418860808e-14,0
3,PIECE_PIECE,A89-1,A438-1,2.85592220577819e-12,0
3,PIECE_PIECE,A89-2,A438-2,2.79459267250828e-12,0
3,PIECE_PIECE,A89-3,A438-3,4.65457016979014e-12,0
3,PIECE_PIECE,A90-1,A422-1,1.5402783496429e-11,0
3,PIECE_PIECE,A90-2,A422-2,4.54747350886464e-13,0
3,PIECE_PIECE,A92-1,A96-2,42.9687490304344,0
3,PIECE_PIECE,A92-1,A112-2,49.0382103498345,0
3,PIECE_PIECE,A92-1,A117-1,55.1530698039645,0
3,PIECE_PIECE,A92-1,A121-2,42.9687490304332,0
3,PIECE_PIECE,A92-1,A132-2,49.0382103498347,0
3,PIECE_PIECE,A92-1,A140-1,7.6534127764293e-12,0
3,PIECE_PIECE,A92-2,A140-2,1.70530256582424e-13,0
3,PIECE_PIECE,A94-1,A128-1,55.5243012508299,0
3,PIECE_PIECE,A94-1,A181-1,22.7884022180745,0
3,PIECE_PIECE,A94-1,A525-2,41.4321392304705,0
3,PIECE_PIECE,A95-1,A109-1,13.5722455829446,0
3,PIECE_PIECE,A95-1,A126-1,23.1958774985909,0
3,PIECE_PIECE,A96-1,A121-1,4.63753123184941e-12,0
3,PIECE_PIECE,A96-2,A121-2,0,0
3,PIECE_PIECE,A96-2,A128-1,45.7108805479045,0
3,PIECE_PIECE,A96-2,A140-1,42.9687490304334,0
3,PIECE_PIECE,A96-2,A161-2,56.4579456145748,0
3,PIECE_PIECE,A97-1,A190-1,48.2581123327412,0
3,PIECE_PIECE,A97-1,A525-2,35.5663310110342,0
3,PIECE_PIECE,A99-1,A464-1,27.4840681665254,0
3,PIECE_PIECE,A99-1,A524-1,2.05040129323524e-11,0
3,PIECE_PIECE,A99-2,A505-2,28.360981778501,0
3,PIECE_PIECE,A99-2,A524-2,5.823607568739e-12,0
3,PIECE_PIECE,A99-3,A524-3,1.13686837721616e-12,0
3,PIECE_PIECE,A100-1,A209-2,42.9383656037143,0
3,PIECE_PIECE,A100-1,A519-2,42.9383656037192,0
3,PIECE_PIECE,A101-1,A274-1,44.0259653595712,0
3,PIECE_PIECE,A102-1,A455-1,1.45661191509562e-11,0
3,PIECE_PIECE,A102-2,A455-2,2.03369197834017e-12,0
3,PIECE_PIECE,A102-3,A455-3,4.54747350886464e-13,0
3,PIECE_PIECE,A103-1,A249-1,38.5714471837552,0
3,PIECE_PIECE,A104-1,A135-1,1.96174865869789e-11,0
3,PIECE_PIECE,A104-2,A115-1,36.9974063222651,0
3,PIECE_PIECE,A104-2,A135-2,2.27373675443232e-13,0
3,PIECE_PIECE,A104-2,A505-2,3.50174297594384,0
3,PIECE_PIECE,A105-1,A215-1,6.31648127031268,0
3,PIECE_PIECE,A105-1,A258-1,7.55483039294456e-12,0
3,PIECE_PIECE,A105-1,A297-1,6.31648127030785,0
3,PIECE_PIECE,A105-2,A258-2,0,0
3,PIECE_PIECE,A106-1,A485-2,50.5851739741869,0
3,PIECE_PIECE,A106-1,A490-2,6.47117067564082,0
3,PIECE_PIECE,A107-1,A505-2,39.5970938475645,0
3,PIECE_PIECE,A108-1,A128-1,60.6696381011174,0.669638101117926
3,PIECE_PIECE,A109-1,A113-1,2.32680964221322,0
3,PIECE_PIECE,A110-1,A435-1,1.58155512840303e-11,0
3,PIECE_PIECE,A110-2,A435-2,4.54827279919842e-12,0
3,PIECE_PIECE,A110-3,A112-2,3.42359142128111,0
3,PIECE_PIECE,A110-3,A132-2,3.42359142128236,0
3,PIECE_PIECE,A110-3,A435-3,2.06209246553238e-12,0
3,PIECE_PIECE,A112-1,A132-1,3.92672428442223e-12,0
3,PIECE_PIECE,A112-2,A132-2,2.27373675443232e-13,0
3,PIECE_PIECE,A112-2,A140-1,49.0382103498344,0
3,PIECE_PIECE,A112-2,A181-1,53.9177421384,0
3,PIECE_PIECE,A112-2,A435-3,3.42359142127944,0
3,PIECE_PIECE,A114-1,A402-2,26.1902684564578,0
3,PIECE_PIECE,A115-1,A135-2,36.9974063222664,0
3,PIECE_PIECE,A117-1,A140-1,55.1530698039651,0
3,PIECE_PIECE,A117-1,A164-1,21.9846553771493,0
3,PIECE_PIECE,A117-1,A184-1,48.4200721197756,0
3,PIECE_PIECE,A118-2,A138-1,12.033247097963,0
3,PIECE_PIECE,A118-2,A187-1,12.0332470979714,0
3,PIECE_PIECE,A119-1,A123-1,4.84064581963682,0
3,PIECE_PIECE,A119-1,A130-1,4.84064581964749,0
3,PIECE_PIECE,A119-1,A520-2,17.7595591183732,0
3,PIECE_PIECE,A121-2,A128-1,45.7108805478985,0
3,PIECE_PIECE,A121-2,A140-1,42.9687490304324,0
3,PIECE_PIECE,A121-2,A161-2,56.4579456145658,0
3,PIECE_PIECE,A122-1,A497-2,13.9505795065353,0
3,PIECE_PIECE,A122-1,A501-2,60.7906647819984,0.790664782042497
3,PIECE_PIECE,A123-1,A130-1,1.04888045777177e-11,0
3,PIECE_PIECE,A123-2,A130-2,1.07996512152003e-11,0
3,PIECE_PIECE,A123-3,A130-3,1.15759776793837e-11,0
3,PIECE_PIECE,A124-1,A526-1,6.44715641044869e-12,0
3,PIECE_PIECE,A124-2,A526-2,9.931832058938e-12,0
3,PIECE_PIECE,A124-3,A161-2,38.9206120522943,0
3,PIECE_PIECE,A124-3,A215-2,28.8452418445679,0
3,PIECE_PIECE,A124-3,A297-2,28.8452418445651,0
3,PIECE_PIECE,A124-3,A526-3,1.35892631055721e-11,0
3,PIECE_PIECE,A127-1,A143-1,4.11830471573011e-12,0
3,PIECE_PIECE,A127-2,A143-2,2.27373675443232e-13,0
3,PIECE_PIECE,A127-2,A456-2,60.6514112062575,0.6514112062749
3,PIECE_PIECE,A131-1,A156-1,5.72609773096749,0
3,PIECE_PIECE,A131-1,A290-1,5.72609773096356,0
3,PIECE_PIECE,A131-1,A498-2,41.2301921852822,0
3,PIECE_PIECE,A132-2,A140-1,49.0382103498338,0
3,PIECE_PIECE,A132-2,A181-1,53.9177421384111,0
3,PIECE_PIECE,A132-2,A435-3,3.42359142128136,0
3,PIECE_PIECE,A133-1,A528-1,4.16782831503573e-12,0
3,PIECE_PIECE,A133-2,A528-2,5.06895430808253e-12,0
3,PIECE_PIECE,A133-3,A148-1,54.4160424816571,0
3,PIECE_PIECE,A133-3,A169-3,26.8453359492082,0
3,PIECE_PIECE,A133-3,A481-3,26.8453359492112,0
3,PIECE_PIECE,A133-3,A528-3,1.31055827561537e-11,0
3,PIECE_PIECE,A134-4,A159-1,55.2039734156121,0
