Group,MediumID,ReconstructionStatus,PieceCount,OriginalStartX,OriginalStartY,OriginalStartZ,OriginalEndX,OriginalEndY,OriginalEndZ,TotalPieceLength,CrossedAxisSequence,TouchesLEFT,TouchesRIGHT,DirectElectrodePieceCount,ChargedPieceCount
3,A86,UNIQUE,3,-5974.69020335337,5049.72385303712,-4299.49605472247,-2504.86390859264,2456.65557167601,-1802.23708289236,5000,Y>X,1,1,2,3
3,A87,UNIQUE,3,-8269.94221695632,7292.8858288737,-160.856788314693,-4467.32729598824,4063.70432695529,174.563232702057,5000,Y>X,1,1,2,3
3,A88,AMBIGUOUS,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NOT_RECONSTRUCTED,0,0,0,0
3,A89,UNIQUE,3,-7805.24690143064,5115.31246903009,254.963652473301,-3023.20894546589,4221.01331886411,-899.307553840379,5000,Y>X,1,1,2,3
3,A90,UNIQUE,2,-8287.81738886369,4203.87659559688,3212.89182525609,-3460.34701963225,4970.55812487301,4265.37900658388,5000,X,1,1,2,2
3,A91,AMBIGUOUS,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NOT_RECONSTRUCTED,0,0,0,0
3,A92,UNIQUE,2,-4995.91838936805,1956.76737973369,1769.17430952256,-3869.57462378038,-422.734885853253,6019.9764326269,5000,Z,1,0,1,2
3,A93,UNIQUE,1,-4902.46883794863,-94.4166207700482,672.934600297983,97.3763590855169,-82.0764201731013,710.294005322419,5000,NONE,0,0,0,0
3,A94,UNIQUE,1,-4897.9224016491,-4362.03473939685,1312.21633831054,-3012.14751113252,238.568230852889,1839.76289779741,5000,NONE,0,0,0,1
3,A95,UNIQUE,1,-4845.08073283386,1462.43827903822,-85.8584979188063,-257.976588278578,-503.036407640955,222.985836701638,5000,NONE,0,0,0,0
3,A96,UNIQUE,2,-4833.38316603981,1700.44016001606,-4028.8396946924,-3365.18508309815,-1875.98677250877,-7199.57537991712,5000,Z,0,0,0,2
3,A97,UNIQUE,1,-4801.86959698975,-3582.07213390288,-1984.64462751909,-2690.87373362849,-3968.24918667436,2531.38944551273,5000,NONE,0,0,0,1
3,A98,UNIQUE,1,-4779.75109652657,-2344.06989304822,-3220.67869193697,183.472108314943,-1901.26852208205,-3633.40422397159,5000,NONE,0,0,0,0
3,A99,UNIQUE,3,-5674.79836573578,8587.2439307249,-1448.18219569767,-4462.99576928441,3736.72009258158,-1511.05478779547,5000,X>Y,1,1,2,3
3,A100,UNIQUE,1,-4745.53953435397,3309.54611875961,-4101.31881632114,-3133.25193614438,-375.504264302602,-1131.31336599743,4999.99999999999,NONE,0,0,0,1
3,A101,UNIQUE,1,-4741.19356786378,-378.567447110398,1578.804023168,169.012165270613,561.698729085063,1654.82491632829,5000,NONE,0,0,0,0
3,A102,UNIQUE,3,-7439.32554554398,-7686.52682828981,3733.12410882794,-3894.04947168852,-4160.76206070917,3732.52092145894,5000,X>Y,1,1,2,3
3,A103,UNIQUE,1,-4677.06527617311,1542.78684951119,-2987.78613940108,-232.43418966324,1953.7437089671,-734.706255221154,5000,NONE,0,0,0,1
3,A104,UNIQUE,2,-4668.25542612177,2564.41390693882,1131.01493516207,-4123.31609818373,5682.77975282283,-2739.23513170577,5000,Y,0,0,0,2
3,A105,UNIQUE,2,-4645.06298240691,-4013.03042006628,-4280.17502219044,198.922395809063,-4096.39787008145,-5516.64399628879,5000,Z,0,0,0,2
3,A106,UNIQUE,1,-4642.45937836692,-4593.49833680742,3474.40935702149,-1330.03038400753,-3673.72855897134,-156.270705047679,5000,NONE,0,0,0,1
3,A107,UNIQUE,1,-4628.93500514492,-4623.92424534162,-3379.01806989156,347.663690561501,-4719.99669224236,-3852.55318668825,5000,NONE,0,0,0,1
3,A108,UNIQUE,1,-4571.84128933919,-731.76490888297,4020.15092057908,-918.340568478979,-4145.25624114645,4017.08379880479,5000,NONE,0,0,0,1
3,A109,UNIQUE,2,-4565.75792650676,973.668456715803,-249.852342702499,-3561.55100321278,5155.14598159528,2300.99343157243,5000,Y,0,0,0,0
3,A110,UNIQUE,3,-7861.84817003047,596.154126038027,7058.00850905724,-3643.57413195483,34.8532008198337,4432.91700378619,5000,X>Z,1,1,2,3
3,A111,UNIQUE,1,-4537.55944532078,2428.70864022709,-631.52951422848,-418.27972558606,-214.860659395111,-1652.84041139802,5000,NONE,0,0,0,0
3,A112,UNIQUE,2,-4531.87720662466,656.546568365086,-4461.362601052,-2710.87881632283,-2007.92723570655,-8280.33421785333,5000,Z,0,0,0,2
3,A113,UNIQUE,1,-4518.7611476125,2882.08375528358,694.061209470425,-105.926251516752,2788.08677966835,3043.11479514591,5000,NONE,0,0,0,0
3,A114,UNIQUE,1,-4464.31365797202,-3357.94869264603,1667.83281348784,-3780.03862899474,1578.01319683164,2077.76928459312,5000.00000000001,NONE,0,0,0,1
3,A115,UNIQUE,1,-4463.68735379139,-4886.22789661029,-2725.99859426592,-1902.45867861374,-608.74850625676,-3104.51905414699,5000,NONE,0,0,0,1
3,A116,UNIQUE,1,-4437.424910375,-1542.88317408878,3661.64513403437,393.788811329587,-1730.25327255817,2387.17802131123,5000,NONE,0,0,0,0
3,A117,UNIQUE,1,-4422.28950725118,715.442990850514,4148.53114128022,-528.062227498771,345.954062170818,1034.29418414043,5000,NONE,0,0,0,1
3,A118,UNIQUE,2,-4505.40874964374,-1168.75732035559,-5057.73516523807,-1643.83896399538,2545.40656668242,-3320.95510371989,5000,Z,0,0,0,2
3,A119,UNIQUE,1,-4403.60727755624,-4592.70038720672,-3723.58682101653,-1184.96159580262,-871.28701203014,-2833.97878014365,5000,NONE,0,0,0,1
3,A120,UNIQUE,1,-4397.29493631101,1830.1361867125,-2506.42937971872,-327.237248089884,2386.60773512022,344.003890920108,5000,NONE,0,0,0,0
