Group,MediumID,ExcelRow,RawLength,LengthErrorFrom5000
3,A127,129,2212.29056922531,-2787.70943077469
3,A128,130,5000,0
3,A129,131,712.473863303729,-4287.52613669627
3,A130,132,2188.15485722285,-2811.84514277715
3,A131,133,5000,1.81898940354586e-12
3,A132,134,4294.78737603298,-705.21262396702
3,A133,135,3580.19427244057,-1419.80572755943
3,A134,136,2651.71788614618,-2348.28211385382
3,A135,137,1094.77172751241,-3905.22827248758
3,A136,138,5000,4.54747350886464e-12
3,A137,139,5000,2.72848410531878e-12
3,A138,140,4297.11991408837,-702.880085911632
3,A139,141,1038.93321006507,-3961.06678993493
3,A140,142,1199.74583982989,-3800.25416017011
3,A141,143,5000,3.63797880709171e-12
3,A142,144,1487.55370187422,-3512.44629812578
3,A143,145,2787.70943077468,-2212.29056922532
3,A144,146,5000,0
3,A145,147,1225.26841466554,-3774.73158533446
3,A146,148,1759.84192786261,-3240.15807213739
3,A147,149,4332.51149395308,-667.488506046919
3,A148,150,4804.00542169829,-195.994578301714
3,A149,151,5000,-4.54747350886464e-12
3,A150,152,2116.56423481571,-2883.43576518429
3,A151,153,5000,-1.81898940354586e-12
3,A152,154,4015.66027169416,-984.33972830584
3,A153,155,1820.96286391131,-3179.03713608869
3,A154,156,5000,2.72848410531878e-12
3,A155,157,5000,3.63797880709171e-12
3,A156,158,3936.06202969232,-1063.93797030768
3,A157,159,5000,2.72848410531878e-12
3,A158,160,4634.68646516899,-365.313534831005
3,A159,161,4564.22118696735,-435.778813032651
3,A160,162,5000,1.81898940354586e-12
3,A161,163,4997.38931275427,-2.61068724573033
3,A162,164,3179.03713608869,-1820.96286391131
3,A163,165,2193.43489022273,-2806.56510977727
3,A164,166,5000,-3.63797880709171e-12
3,A165,167,1714.28308421033,-3285.71691578967
3,A166,168,3983.39186299556,-1016.60813700444
3,A167,169,559.223064247723,-4440.77693575228
3,A168,170,4532.156821229,-467.843178771
3,A169,171,1207.76384107211,-3792.23615892789
3,A170,172,4999.99999999999,-8.18545231595635e-12
3,A171,173,4999.99999999999,-7.27595761418343e-12
3,A172,174,5000,-9.09494701772928e-13
3,A173,175,3774.73158533446,-1225.26841466554
3,A174,176,2292.64918281482,-2707.35081718518
3,A175,177,5000,1.81898940354586e-12
3,A176,178,5000,9.09494701772928e-13
3,A177,179,4323.19445208131,-676.805547918692
3,A178,180,2584.56310279916,-2415.43689720084
3,A179,181,4440.77693575228,-559.223064247717
3,A180,182,5000,1.81898940354586e-12
3,A181,183,5000,-1.81898940354586e-12
3,A182,184,2301.16502332824,-2698.83497667176
3,A183,185,5000,4.54747350886464e-12
3,A184,186,4999.99999999999,-5.45696821063757e-12
3,A185,187,1507.08805693065,-3492.91194306935
3,A186,188,5000,9.09494701772928e-13
3,A187,189,702.880085911635,-4297.11991408837
3,A188,190,4466.33871196905,-533.661288030949
3,A189,191,984.339728305846,-4015.66027169415
3,A190,192,5000,9.09494701772928e-13
3,A191,193,5000,-1.81898940354586e-12
3,A192,194,4728.58759313997,-271.412406860032
3,A193,195,5000,-2.72848410531878e-12
3,A194,196,5000,-2.72848410531878e-12
3,A195,197,3492.91194306935,-1507.08805693065
3,A196,198,4540.804961644,-459.195038356004
3,A197,199,2794.32269310754,-2205.67730689246
3,A198,200,3707.37065546017,-1292.62934453983
3,A199,201,715.989966532897,-4284.0100334671
3,A200,202,1489.68734035956,-3510.31265964044
3,A201,203,1662.79929088666,-3337.20070911334
3,A202,204,5000,2.72848410531878e-12
3,A203,205,5000,1.81898940354586e-12
3,A204,206,4384.08315640866,-615.916843591337
3,A205,207,5000,-9.09494701772928e-13
3,A206,208,5000.00000000001,6.3664629124105e-12
3,A207,209,4620.62460134513,-379.375398654874
3,A208,210,2917.96802848347,-2082.03197151653
3,A209,211,1136.00195721934,-3863.99804278066
3,A210,212,2939.89401740938,-2060.10598259062
3,A211,213,5000,-1.81898940354586e-12
3,A212,214,3696.90963175142,-1303.09036824858
3,A213,215,2801.99766413508,-2198.00233586492
3,A214,216,5000,4.54747350886464e-12
3,A215,217,622.589126458353,-4377.41087354165
3,A216,218,5000,-9.09494701772928e-13
3,A217,219,4123.50004025937,-876.499959740629
3,A218,220,2707.35081718519,-2292.64918281481
3,A219,221,4587.0763405977,-412.923659402301
3,A220,222,5000,2.72848410531878e-12
3,A221,223,5000,-9.09494701772928e-13
3,A222,224,5000,-2.72848410531878e-12
3,A223,225,5000.00000000001,5.45696821063757e-12
3,A224,226,3042.81663141002,-1957.18336858998
3,A225,227,5000.00000000001,6.3664629124105e-12
3,A226,228,2347.12211264691,-2652.87788735309
3,A227,229,2883.43576518429,-2116.56423481571
3,A228,230,5000,2.72848410531878e-12
3,A229,231,4999.99999999999,-6.3664629124105e-12
3,A230,232,3830.29145697035,-1169.70854302965
3,A231,233,1778.70169108243,-3221.29830891757
3,A232,234,531.642412043764,-4468.35758795624
3,A233,235,5000.00000000001,5.45696821063757e-12
3,A234,236,2410.9795098861,-2589.0204901139
3,A235,237,3221.29830891757,-1778.70169108243
3,A236,238,2257.25840961064,-2742.74159038936
3,A237,239,1550.38955947277,-3449.61044052723
3,A238,240,5000,-1.81898940354586e-12
3,A239,241,3285.71691578968,-1714.28308421032
3,A240,242,5000.00000000001,7.27595761418343e-12
3,A241,243,876.499959740629,-4123.50004025937
3,A242,244,5000,4.54747350886464e-12
3,A243,245,676.80554791869,-4323.19445208131
3,A244,246,1072.06215025698,-3927.93784974302
3,A245,247,5000,0
3,A246,248,2698.83497667175,-2301.16502332825
3,A247,249,5000,-9.09494701772928e-13
3,A248,250,5000,4.54747350886464e-12
3,A249,251,4941.14986216036,-58.8501378396386
3,A250,252,5000.00000000001,8.18545231595635e-12
3,A251,253,3981.90000124325,-1018.09999875675
3,A252,254,615.91684359134,-4384.08315640866
3,A253,255,5000,3.63797880709171e-12
3,A254,256,787.488553358562,-4212.51144664144
3,A255,257,5000,4.54747350886464e-12
3,A256,258,1580.8157370961,-3419.1842629039
3,A257,259,5000,9.09494701772928e-13
3,A258,260,2089.19110431191,-2910.80889568809
3,A259,261,5000,-9.09494701772928e-13
3,A260,262,5000,0
3,A261,263,5000,-9.09494701772928e-13
3,A262,264,5000,4.54747350886464e-12
3,A263,265,2060.10598259062,-2939.89401740938
3,A264,266,5000,3.63797880709171e-12
3,A265,267,5000,-3.63797880709171e-12
3,A266,268,4999.99999999999,-7.27595761418343e-12
3,A267,269,4957.33929067089,-42.6607093291077
3,A268,270,4844.16844643241,-155.831553567589
3,A269,271,4267.81119649178,-732.188803508216
3,A270,272,5000,1.81898940354586e-12
3,A271,273,3930.02113943689,-1069.97886056311
3,A272,274,2806.56510977727,-2193.43489022273
3,A273,275,4212.51144664144,-787.488553358564
3,A274,276,5000,4.54747350886464e-12
3,A275,277,5000.00000000001,6.3664629124105e-12
3,A276,278,5000,3.63797880709171e-12
3,A277,279,2874.34986829384,-2125.65013170616
3,A278,280,5000,-2.72848410531878e-12
3,A279,281,4118.7372743169,-881.262725683096
3,A280,282,5000,-1.81898940354586e-12
3,A281,283,3260.35486012245,-1739.64513987755
3,A282,284,5000,0
3,A283,285,1079.9422995027,-3920.0577004973
3,A284,286,4999.99999999999,-5.45696821063757e-12
3,A285,287,5000,-1.81898940354586e-12
3,A286,288,5000,1.81898940354586e-12
3,A287,289,5000,2.72848410531878e-12
3,A288,290,5000,1.81898940354586e-12
3,A289,291,4999.99999999999,-9.09494701772928e-12
3,A290,292,1063.93797030767,-3936.06202969233
3,A291,293,5000,1.81898940354586e-12
3,A292,294,664.571804287634,-4335.42819571237
3,A293,295,5000,0
3,A294,296,5000,0
3,A295,297,4847.92956512635,-152.070434873646
3,A296,298,5000,3.63797880709171e-12
3,A297,299,1966.43136365555,-3033.56863634445
3,A298,300,5000,2.72848410531878e-12
3,A299,301,5000,1.81898940354586e-12
3,A300,302,1069.97886056311,-3930.02113943689
3,A301,303,3658.6314329986,-1341.3685670014
3,A302,304,1454.10096490555,-3545.89903509446
3,A303,305,5000,9.09494701772928e-13
3,A304,306,2198.00233586492,-2801.99766413508
3,A305,307,5000,-3.63797880709171e-12
3,A306,308,5000,2.72848410531878e-12
3,A307,309,3545.89903509446,-1454.10096490554
3,A308,310,4335.42819571237,-664.57180428763
3,A309,311,5000,-2.72848410531878e-12
3,A310,312,1739.64513987756,-3260.35486012244
3,A311,313,3273.0231007313,-1726.9768992687
3,A312,314,5000,-9.09494701772928e-13
3,A313,315,5000,0
3,A314,316,4793.50417987968,-206.495820120317
3,A315,317,1957.18336858997,-3042.81663141003
3,A316,318,5000,0
3,A317,319,2629.61794473875,-2370.38205526125
3,A318,320,5000,3.63797880709171e-12
3,A319,321,5000,-9.09494701772928e-13
3,A320,322,5000,1.81898940354586e-12
3,A321,323,3979.18308966163,-1020.81691033837
3,A322,324,5000,-4.54747350886464e-12
3,A323,325,5000,3.63797880709171e-12
3,A324,326,5000.00000000001,6.3664629124105e-12
3,A325,327,4998.981194219,-1.01880578100099
3,A326,328,5000,2.72848410531878e-12
3,A327,329,5000,-1.81898940354586e-12
3,A328,330,5000,-1.81898940354586e-12
3,A329,331,5000.00000000001,5.45696821063757e-12
3,A330,332,4581.83853070264,-418.161469297359
3,A331,333,5000,0
3,A332,334,1391.5287687711,-3608.4712312289
3,A333,335,5000,4.54747350886464e-12
3,A334,336,3521.79976312683,-1478.20023687317
3,A335,337,3608.47123122889,-1391.52876877111
3,A336,338,5000,-4.54747350886464e-12
3,A337,339,5000,0
3,A338,340,5000,4.54747350886464e-12
3,A339,341,5000,3.63797880709171e-12
3,A340,342,5000,4.54747350886464e-12
3,A341,343,4999.99999999999,-5.45696821063757e-12
3,A342,344,1427.43867354528,-3572.56132645472
3,A343,345,5000,0
3,A344,346,5000,-1.81898940354586e-12
3,A345,347,2370.38205526124,-2629.61794473876
3,A346,348,827.213344498678,-4172.78665550132
3,A347,349,5000,1.81898940354586e-12
3,A348,350,5000,0
3,A349,351,667.488506046921,-4332.51149395308
3,A350,352,1156.50289680255,-3843.49710319745
3,A351,353,4937.90565426453,-62.0943457354688
3,A352,354,1995.46099134144,-3004.53900865856
3,A353,355,5000,-2.72848410531878e-12
3,A354,356,4172.78665550132,-827.213344498678
3,A355,357,2125.65013170616,-2874.34986829384
3,A356,358,1292.62934453984,-3707.37065546016
3,A357,359,5000,-1.81898940354586e-12
3,A358,360,5000,0
3,A359,361,1169.70854302966,-3830.29145697034
3,A360,362,894.26331305287,-4105.73668694713
3,A361,363,1016.60813700445,-3983.39186299556
3,A362,364,3572.56132645471,-1427.43867354529
3,A363,365,4508.64473911168,-491.355260888316
3,A364,366,5000,3.63797880709171e-12
3,A365,367,1067.93004343111,-3932.06995656889
3,A366,368,533.66128803095,-4466.33871196905
3,A367,369,4503.32754166859,-496.672458331413
3,A368,370,4105.73668694713,-894.263313052873
3,A369,371,881.262725683091,-4118.73727431691
3,A370,372,5000,1.81898940354586e-12
3,A371,373,1303.09036824859,-3696.90963175141
3,A372,374,5000,-2.72848410531878e-12
3,A373,375,5000,4.54747350886464e-12
3,A374,376,4296.34215837076,-703.657841629244
3,A375,377,911.494663134396,-4088.5053368656
3,A376,378,1341.3685670014,-3658.6314329986
3,A377,379,5000,0
3,A378,380,4541.62487768027,-458.375122319732
3,A379,381,5000,-9.09494701772928e-13
3,A380,382,5000.00000000001,7.27595761418343e-12
3,A381,383,4168.36454623819,-831.635453761807
3,A382,384,4977.96547913873,-22.0345208612698
3,A383,385,1514.13310299847,-3485.86689700153
3,A384,386,5000,9.09494701772928e-13
3,A385,387,5000,0
3,A386,388,4309.28897913351,-690.711020866489
3,A387,389,5000,0
3,A388,390,4080.59288349671,-919.407116503294
3,A389,391,4904.30107336559,-95.6989266344144
3,A390,392,4911.87016671171,-88.1298332882861
3,A391,393,3843.49710319746,-1156.50289680254
3,A392,394,3485.86689700153,-1514.13310299847
3,A393,395,4195.09741469954,-804.902585300457
3,A394,396,5000,1.81898940354586e-12
3,A395,397,3932.06995656888,-1067.93004343112
3,A396,398,4695.54112112537,-304.458878874627
3,A397,399,5000,0
3,A398,400,4018.61202373739,-981.387976262607
3,A399,401,912.704745364744,-4087.29525463526
3,A400,402,605.068179852784,-4394.93182014722
3,A401,403,1339.52263637702,-3660.47736362298
3,A402,404,3866.12514579897,-1133.87485420103
3,A403,405,3777.41966060062,-1222.58033939938
3,A404,406,5000,0
3,A405,407,4999.99999999999,-7.27595761418343e-12
3,A406,408,2058.38780314568,-2941.61219685432
3,A407,409,1370.52386487611,-3629.47613512389
3,A408,410,1726.9768992687,-3273.0231007313
3,A409,411,5000,2.72848410531878e-12
3,A410,412,4002.99783730032,-997.002162699676
3,A411,413,4555.10390298357,-444.896097016428
3,A412,414,2289.95349874687,-2710.04650125313
3,A413,415,4639.94149979009,-360.058500209911
3,A414,416,1020.81691033838,-3979.18308966162
3,A415,417,4517.04299910179,-482.957000898211
3,A416,418,3478.70078524956,-1521.29921475044
3,A417,419,1268.29495055118,-3731.70504944882
3,A418,420,3004.53900865855,-1995.46099134145
3,A419,421,3429.28924354136,-1570.71075645864
3,A420,422,1926.28834567294,-3073.71165432706
3,A421,423,4634.87361748108,-365.126382518919
3,A422,424,3405.32114895935,-1594.67885104065
3,A423,425,565.054587845842,-4434.94541215416
3,A424,426,3550.25852141096,-1449.74147858904
3,A425,427,4394.93182014721,-605.06817985279
3,A426,428,674.319202673029,-4325.68079732697
3,A427,429,2670.3402218322,-2329.6597781678
3,A428,430,4438.28169518884,-561.718304811161
3,A429,431,3164.97109680155,-1835.02890319845
3,A430,432,5000,-9.09494701772928e-13
3,A431,433,3738.11773349679,-1261.88226650321
3,A432,434,4434.94541215416,-565.05458784584
3,A433,435,1018.09999875675,-3981.90000124325
3,A434,436,4087.29525463526,-912.704745364737
3,A435,437,3392.20276373514,-1607.79723626486
3,A436,438,4694.60360116403,-305.396398835969
3,A437,439,5000,-9.09494701772928e-13
3,A438,440,644.708591127967,-4355.29140887203
3,A439,441,3731.70504944882,-1268.29495055118
3,A440,442,656.612880149495,-4343.3871198505
3,A441,443,4085.29670989942,-914.703290100577
3,A442,444,1140.02731766198,-3859.97268233802
3,A443,445,3159.53961503674,-1840.46038496326
3,A444,446,3948.06644981402,-1051.93355018598
3,A445,447,3323.90535787994,-1676.09464212006
3,A446,448,5000,0
3,A447,449,2649.4309333865,-2350.5690666135
3,A448,450,2941.61219685432,-2058.38780314568
3,A449,451,4129.57261625149,-870.427383748505
3,A450,452,2502.87175150866,-2497.12824849134
3,A451,453,4102.12197558475,-897.878024415255
3,A452,454,2502.40172362162,-2497.59827637838
3,A453,455,5000,-4.54747350886464e-12
3,A454,456,2782.1878034517,-2217.8121965483
3,A455,457,3440.24766298556,-1559.75233701444
3,A456,458,2502.15905539493,-2497.84094460507
3,A457,459,3859.97268233801,-1140.02731766199
3,A458,460,2329.6597781678,-2670.3402218322
3,A459,461,4188.03275943499,-811.967240565013
3,A460,462,5000,-2.72848410531878e-12
3,A461,463,2314.3239712419,-2685.6760287581
3,A462,464,3528.7768458041,-1471.2231541959
3,A463,465,2424.22470404117,-2575.77529595883
3,A464,466,2694.22579578813,-2305.77420421187
3,A465,467,1478.20023687318,-3521.79976312682
3,A466,468,2280.39609365513,-2719.60390634487
3,A467,469,4353.87207481267,-646.127925187327
3,A468,470,5000,1.81898940354586e-12
3,A469,471,2288.39955989747,-2711.60044010253
3,A470,472,2283.00437946937,-2716.99562053063
3,A471,473,2437.3543625018,-2562.6456374982
3,A472,474,3833.53100532821,-1166.46899467179
3,A473,475,1894.71353463894,-3105.28646536106
3,A474,476,939.722531126788,-4060.27746887321
3,A475,477,897.878024415251,-4102.12197558475
3,A476,478,4632.08996543516,-367.910034564844
3,A477,479,1808.25933949856,-3191.74066050144
3,A478,480,2118.58631190606,-2881.41368809394
3,A479,481,1887.05459794778,-3112.94540205222
3,A480,482,2234.71193815159,-2765.28806184841
3,A481,483,1923.21254301424,-3076.78745698576
3,A482,484,1897.59503084703,-3102.40496915297
3,A483,485,4630.17824695822,-369.821753041782
3,A484,486,5000,-9.09494701772928e-13
3,A485,487,1557.90756635058,-3442.09243364942
3,A486,488,3177.86105319443,-1822.13894680557
3,A487,489,5000,1.81898940354586e-12
3,A488,490,1595.64251519556,-3404.35748480444
3,A489,491,1673.94697484988,-3326.05302515012
3,A490,492,1490.06942095495,-3509.93057904505
3,A491,493,1567.74408518393,-3432.25591481607
3,A492,494,1086.37897171852,-3913.62102828148
3,A493,495,3105.28646536107,-1894.71353463893
3,A494,496,3913.62102828149,-1086.37897171851
3,A495,497,646.127925187326,-4353.87207481267
3,A496,498,1512.89274587724,-3487.10725412276
3,A497,499,1649.93993334928,-3350.06006665072
3,A498,500,1209.48823648581,-3790.51176351419
3,A499,501,1148.58733283153,-3851.41266716847
3,A500,502,1639.95347962273,-3360.04652037727
3,A501,503,1600.14228195965,-3399.85771804035
3,A502,504,1141.4659969434,-3858.5340030566
3,A503,505,1181.61633666392,-3818.38366333608
3,A504,506,1288.44457259974,-3711.55542740026
3,A505,507,1463.45856285631,-3536.54143714369
3,A506,508,1034.27501952959,-3965.72498047041
3,A507,509,1031.10633016776,-3968.89366983224
3,A508,510,1571.82766753958,-3428.17233246042
3,A509,511,1065.53029507632,-3934.46970492368
3,A510,512,2091.06626069915,-2908.93373930085
3,A511,513,1308.64464129011,-3691.35535870989
3,A512,514,963.4633560579,-4036.5366439421
3,A513,515,1261.8822665032,-3738.1177334968
3,A514,516,911.292016089822,-4088.70798391018
3,A515,517,1274.20891334185,-3725.79108665815
3,A516,518,806.481531517574,-4193.51846848243
3,A517,519,907.509694121695,-4092.4903058783
3,A518,520,584.986327155286,-4415.01367284471
3,A519,521,911.969797272547,-4088.03020272745
3,A520,522,1549.95603994324,-3450.04396005676
3,A521,523,1334.31573317426,-3665.68426682574
3,A522,524,1136.35422869052,-3863.64577130948
3,A523,525,679.335134766083,-4320.66486523392
3,A524,526,2784.27512744999,-2215.72487255001
3,A525,527,657.818778121276,-4342.18122187872
3,A526,528,616.116399103731,-4383.88360089627
3,A527,529,749.338315130985,-4250.66168486902
3,A528,530,608.784304055118,-4391.21569594488
3,A529,531,1722.13766497526,-3277.86233502474
3,A530,532,831.340044694939,-4168.65995530506
3,A531,533,1587.28211237536,-3412.71788762464
3,A532,534,914.372872457019,-4085.62712754298
3,A533,535,1184.47771030474,-3815.52228969526
3,A534,536,525.697382049068,-4474.30261795093
3,A535,537,577.203678034865,-4422.79632196514
