Group,MediumID,CandidateIndex,Hypothesis,OriginalStartX,OriginalStartY,OriginalStartZ,OriginalEndX,OriginalEndY,OriginalEndZ,Valid,MatchedPieceIndex
2,A30,1,A_EXTEND_AFTER_P2,-787.781102731041,-435.217931966297,-500,4149.19954249539,-8.86583492911262,166.667831841004,0,0
2,A30,2,B_EXTEND_BEFORE_P1,-4467.83177333225,-753.022969774372,-996.937617935956,469.148871894181,-326.670872737188,-330.269786094952,0,0
2,A31,1,DIRECT,-568.823774163553,-394.401820150427,-168.577848702974,4417.58197113286,-166.578870825741,120.998474631548,1,1
2,A32,1,A_EXTEND_AFTER_P2,-432.469545625651,360.992158632394,471.374228106842,4516.84438459055,1013.70215383262,191.62204789453,0,0
2,A32,2,B_EXTEND_BEFORE_P1,-4327.72661942904,-152.709995200226,691.547503483683,621.587310787169,500,411.795323271371,0,0
2,A33,1,DIRECT,-134.813541478156,-364.233142148315,427.977499036112,4824.09874614606,143.9163178571,39.4249930014681,1,1
2,A34,1,A_EXTEND_AFTER_P2,74.4923033113464,-195.552670819329,257.81445243288,5074.48681683039,-202.353389003721,260.749586441446,1,1
2,A34,2,B_EXTEND_BEFORE_P1,0.00548648095755766,-195.451357938216,257.770726627046,5000,-202.252076122608,260.705860635612,0,0
2,A35,1,A_EXTEND_AFTER_P2,546.17566633094,-500,-275.882596484106,5474.93306816659,-134.136052709938,-1033.17649314748,0,0
2,A35,2,B_EXTEND_BEFORE_P1,-3146.96746839665,-774.143727316625,291.561594295463,1781.789933439,-408.279780026563,-465.73230236791,0,0
2,A36,1,A_EXTEND_AFTER_P2,621.587310787169,-500,411.795323271371,5570.90124100337,152.709995200228,132.04314305906,0,0
2,A36,2,B_EXTEND_BEFORE_P1,-432.469545625654,-639.007841367607,471.374228106842,4516.84438459055,13.7021538326212,191.622047894531,0,0
2,A37,1,A_EXTEND_AFTER_P2,1319.672058946,500,-292.919257117071,6286.36723989285,-66.3513806326056,-187.159656064241,0,0
2,A37,2,B_EXTEND_BEFORE_P1,-2129.21351112502,893.275816834248,-366.358988906296,2837.48166982183,326.924436201642,-260.599387853466,0,0
2,A38,1,A_EXTEND_AFTER_P2,1570.02897422356,285.388425939953,66.2105465060182,6550.36735490961,-144.842051888255,171.715758761893,1,1
2,A38,2,B_EXTEND_BEFORE_P1,19.6616193139489,419.318138527099,33.3670277827411,5000,-10.9123393011085,138.872240038616,0,0
2,A39,1,A_EXTEND_AFTER_P2,1879.39697294925,314.745567026607,-55.6435126372199,6871.84689834417,291.661197576811,218.054960707696,1,1
2,A39,2,B_EXTEND_BEFORE_P1,7.55007460507773,323.400717503938,-158.26279697019,5000,300.316348054142,115.435676374726,0,0
2,A40,1,A_EXTEND_AFTER_P2,1890.0050389208,351.530906345968,48.4670910637461,6818.16191204313,1151.85010000625,318.205894642446,0,0
2,A40,2,B_EXTEND_BEFORE_P1,-2123.91787588422,-300.319193660286,-171.23183341685,2804.23899723811,500,98.5069701618498,0,0
2,A41,1,A_EXTEND_AFTER_P2,2637.2097979401,450.300306673203,86.8814599264067,7576.7217962556,635.943365387938,-665.951770774966,0,0
2,A41,2,B_EXTEND_BEFORE_P1,-979.913778206888,314.356941285265,638.168880344757,3959.59822010861,500,-114.664350356616,0,0
2,A42,1,A_EXTEND_AFTER_P2,2677.83036353717,35.3271229399666,268.103692349086,7676.61079983243,-71.0122946604581,297.870754283097,1,1
2,A42,2,B_EXTEND_BEFORE_P1,1.21956370474118,92.2668579862481,252.164836768763,5000,-14.0725596141766,281.931898702774,0,0
2,A43,1,A_EXTEND_AFTER_P2,2804.23899723811,-500,98.5069701618498,7732.39587036044,300.31919366029,368.245773740552,1,1
2,A43,2,B_EXTEND_BEFORE_P1,71.8431268776685,-943.733614011782,-51.0485760493749,5000,-143.414420351492,218.690227529327,0,0
2,A44,1,A_EXTEND_AFTER_P2,3061.45554268653,430.743809973119,-6.82452456142613,8041.20826485305,114.169942843128,-325.954298674493,1,1
2,A44,2,B_EXTEND_BEFORE_P1,20.2472778334759,624.080129037041,188.072724507418,5000,307.50626190705,-131.057049605648,0,0
2,A45,1,A_EXTEND_AFTER_P2,3086.14091355992,-119.195940929906,-324.34062977212,8070.46761589998,108.400845346282,-0.786882742921591,1,1
2,A45,2,B_EXTEND_BEFORE_P1,15.6732976599415,-259.401148870199,-523.657681318888,5000,-31.8043625940113,-200.10393428969,0,0
2,A46,1,A_EXTEND_AFTER_P2,3092.13444207282,280.552107085691,-65.0355561569352,8023.26084864074,-507.620501620581,-315.587549431193,1,1
2,A46,2,B_EXTEND_BEFORE_P1,68.8735934320803,763.778695375725,88.5772230259397,5000,-24.3939133305471,-161.974770248318,0,0
2,A47,1,A_EXTEND_AFTER_P2,3959.59822010861,-500,-114.664350356616,8899.11021842411,-314.356941285264,-867.497581057993,1,1
2,A47,2,B_EXTEND_BEFORE_P1,60.4880016845013,-646.541348105032,479.600780206487,5000,-460.898289390296,-273.23245049489,0,0
2,A48,1,A_EXTEND_AFTER_P2,3977.58135981847,359.25898652865,-115.227055308326,8917.19277789908,-68.7160618039371,-761.041576957033,1,1
2,A48,2,B_EXTEND_BEFORE_P1,60.3885819193865,698.650211172965,396.914440438654,5000,270.675162840378,-248.900081210053,0,0
2,A49,1,A_EXTEND_AFTER_P2,4430.2932292045,-249.743104160598,125.407235577456,9363.04188962134,245.165140082868,-525.020687359217,1,1
2,A49,2,B_EXTEND_BEFORE_P1,67.2513395831593,-687.492024652063,700.714122126242,5000,-192.583780408597,50.2861991895686,0,0
3,A1,1,A_EXTEND_AFTER_P2,-5000,-4872.85737033347,2556.81333101074,-217.368881987114,-4690.07864735648,4003.54465625455,0,0
3,A1,2,B_EXTEND_BEFORE_P1,-5119.7502408185,-4877.43388806041,2520.58924842467,-337.119122805609,-4694.65516508342,3967.32057366848,1,2
3,A2,1,A_EXTEND_AFTER_P2,-5000,-4866.08250706701,-1349.01698940725,-1465.00274467709,-4599.33850577125,-4875.01217412209,0,0
3,A2,2,B_EXTEND_BEFORE_P1,-6034.66440059518,-4944.15626562438,-316.987420275034,-2499.66714527227,-4677.41226432862,-3842.98260498987,1,2
3,A3,1,A_EXTEND_AFTER_P2,-5000,-4706.61459072279,-4108.45905076322,-577.587787101104,-5531.16975895707,-6290.74661058223,1,1
3,A3,2,B_EXTEND_BEFORE_P1,-7848.87139106123,-4175.44483176572,-2702.65237853492,-3426.45917816233,-5000,-4884.93993835393,1,2
3,A4,1,A_EXTEND_AFTER_P2,-5000,-4560.01742740096,964.359666454309,-282.598955772585,-3181.31709694155,44.9507331100662,0,0
3,A4,2,B_EXTEND_BEFORE_P1,-8322.87206415158,-5531.15487574788,1611.97860567497,-3605.47101992416,-4152.45454528847,692.569672330724,1,3
3,A5,1,A_EXTEND_AFTER_P2,-5000,-4547.39384234608,-410.884225856586,-2154.96454173173,-4003.41379696324,-4486.40369598816,0,0
3,A5,2,B_EXTEND_BEFORE_P1,-5328.43298613041,-4610.19129894059,59.5967397559424,-2483.39752786214,-4066.21125355775,-4015.92273037563,1,2
3,A6,1,A_EXTEND_AFTER_P2,-5000,-4519.66210305138,3025.31565018178,-0.674168884889923,-4588.92663922028,2981.22870909355,0,0
3,A6,2,B_EXTEND_BEFORE_P1,-6557.69750778923,-4498.08055405592,3039.0523260015,-1558.37167667412,-4567.34509022482,2994.96538491327,1,2
3,A7,1,A_EXTEND_AFTER_P2,-5000,-4435.68841088378,396.827175517224,-43.6112131323889,-4182.30853743125,-211.456338267412,0,0
3,A7,2,B_EXTEND_BEFORE_P1,-7480.57516863928,-4562.50005729551,701.261118186282,-2524.18638177167,-4309.12018384298,92.9776044016462,1,2
3,A8,1,A_EXTEND_AFTER_P2,-5000,-4427.31798471068,-2547.29172280084,-34.7548326670299,-4760.88662050836,-3032.13437097514,0,0
3,A8,2,B_EXTEND_BEFORE_P1,-7485.47437372652,-4260.34208156522,-2304.59192919242,-2520.22920639355,-4593.9107173629,-2789.43457736672,1,2
3,A9,1,A_EXTEND_AFTER_P2,-5000,-4266.16628897089,-3773.88172280203,-2393.2302563349,-253.395716189006,-2323.90798727165,0,0
3,A9,2,B_EXTEND_BEFORE_P1,-6092.752250677,-5948.31105281666,-4381.70758343812,-3485.9825070119,-1935.54048003478,-2931.73384790774,1,3
3,A10,1,A_EXTEND_AFTER_P2,-5000,-4209.37005304343,1282.30863091672,-116.566213973521,-3171.74852905336,1556.92842344381,0,0
3,A10,2,B_EXTEND_BEFORE_P1,-5642.48288923202,-4345.88343765613,1246.1786196431,-759.049103205538,-3308.26191366606,1520.79841217019,1,2
3,A11,1,A_EXTEND_AFTER_P2,-5000,-4113.79464480424,-1483.19311457291,-3788.19740354866,-8964.31848294757,-1546.06570667072,1,1
3,A11,2,B_EXTEND_BEFORE_P1,-5990.40260208983,-149.476161856671,-1431.80753494455,-4778.60000563849,-5000,-1494.68012704236,1,2
3,A12,1,A_EXTEND_AFTER_P2,-5000,-4073.06844973178,4316.19087821228,-273.967265903737,-4722.51813421721,2818.58288425245,0,0
3,A12,2,B_EXTEND_BEFORE_P1,-7778.54547893462,-3691.2417493783,5196.66973964978,-3052.51274483836,-4340.69143386373,3699.06174568995,1,3
3,A13,1,A_EXTEND_AFTER_P2,-5000,-3998.61005755231,1241.72274558076,-193.055386412714,-4446.6033898664,2542.71677174164,0,0
3,A13,2,B_EXTEND_BEFORE_P1,-5453.62257371063,-3956.33374593534,1118.95031819287,-646.677960123347,-4404.32707824943,2419.94434435375,1,2
3,A14,1,A_EXTEND_AFTER_P2,-5000,-3934.96314704756,923.476102249517,-9.88324776567924,-4022.44378546644,1225.27394348139,0,0
3,A14,2,B_EXTEND_BEFORE_P1,-6487.12407589988,-3908.89270220084,833.536155343552,-1497.00732366556,-3996.37334061972,1135.33399657542,1,2
3,A15,1,A_EXTEND_AFTER_P2,-5000,-3809.67060242485,-2329.36103653559,-465.396108948339,-4360.88387479716,-296.252215144135,0,0
3,A15,2,B_EXTEND_BEFORE_P1,-8804.62101200746,-3347.19192764942,-4035.17894862001,-4270.0171209558,-3898.40520002173,-2002.07012722856,1,2
3,A16,1,A_EXTEND_AFTER_P2,-5000,-3505.79987614971,2439.60639803962,-149.660922819598,-3407.63560081455,1229.41029350751,0,0
3,A16,2,B_EXTEND_BEFORE_P1,-7427.26396874057,-3554.92440223894,3045.22702639136,-2576.92489156017,-3456.76012690378,1835.03092185925,1,2
3,A17,1,A_EXTEND_AFTER_P2,-5000,-3160.9915908559,3668.52224946907,-426.627767797113,-1532.81070027851,2471.31992184263,0,0
3,A17,2,B_EXTEND_BEFORE_P1,-8675.72172827145,-4469.59705159465,4630.74058319827,-4102.34949606856,-2841.41616101726,3433.53825557183,1,2
3,A18,1,A_EXTEND_AFTER_P2,-5000,-2897.59141411251,288.901642274303,-1737.49255060331,-6523.142750151,-811.744827933376,0,0
3,A18,2,B_EXTEND_BEFORE_P1,-7302.53214933889,-338.839092535155,1065.68879817128,-4040.0246999422,-3964.39042857365,-34.9576720364012,1,2
3,A19,1,A_EXTEND_AFTER_P2,-5000,-2779.71438908079,-3244.96239808851,-2581.35428663402,713.650446186849,-5880.59420866673,0,0
3,A19,2,B_EXTEND_BEFORE_P1,-6991.79517712893,-5656.5587290294,-1074.47554257817,-4573.14946376295,-2163.19389376176,-3710.10735315639,1,3
3,A20,1,A_EXTEND_AFTER_P2,-5000,-2778.66251188592,2206.82508489744,-706.566096511012,-4883.48341940406,3668.38393203492,0,0
3,A20,2,B_EXTEND_BEFORE_P1,-7713.05490052306,-1448.60950391369,1283.25446944978,-3419.62099703407,-3553.43041143183,2744.81331658726,1,2
3,A21,1,A_EXTEND_AFTER_P2,-5000,-2691.57323766101,-1126.55329185837,-54.201901966961,-2019.70767161226,-830.448859857131,0,0
3,A21,2,B_EXTEND_BEFORE_P1,-6788.65712040849,-2934.55467460004,-1233.640012785,-1842.85902237545,-2262.68910855129,-937.535580783762,1,2
3,A22,1,A_EXTEND_AFTER_P2,-5000,-2602.2578268195,2880.14555663,-1306.16916591968,-5180.63998891546,5049.83659347899,0,0
3,A22,2,B_EXTEND_BEFORE_P1,-6650.92957248635,-1449.86954706891,1910.41866420061,-2957.09873840603,-4028.25170916487,4080.1097010496,1,2
3,A23,1,A_EXTEND_AFTER_P2,-5000,-2564.86128944441,-1330.47391306341,-2686.61628675086,-4663.69060724504,-5234.72432639683,0,0
3,A23,2,B_EXTEND_BEFORE_P1,-5717.12861181137,-1914.2426538574,-120.190611144001,-3403.74489856223,-4013.07197165803,-4024.44102447742,1,2
3,A24,1,A_EXTEND_AFTER_P2,-5000,-2456.20339955356,-2657.38387812609,-3005.38762076414,54.871544747317,1178.76315772947,0,0
3,A24,2,B_EXTEND_BEFORE_P1,-5472.51478078056,-3051.06585963938,-3566.15000961059,-3477.9024015447,-539.990915338504,269.997026244971,1,2
3,A25,1,A_EXTEND_AFTER_P2,-5000,-2432.17457103533,-3042.63852110194,-2342.74588280851,-4197.37993184354,807.432983538313,0,0
3,A25,2,B_EXTEND_BEFORE_P1,-5709.12319512214,-1961.10631399334,-4070.08071759942,-3051.86907793065,-3726.31167480155,-220.009212959164,1,2
3,A26,1,A_EXTEND_AFTER_P2,-5000,-2429.63780368038,1192.46496680503,-682.551493382934,-3347.77208444389,-1156.29381927687,0,0
3,A26,2,B_EXTEND_BEFORE_P1,-5453.93427541205,-2333.10564612701,1439.41223578663,-1136.48576879498,-3251.23992689051,-909.346550295275,1,2
3,A27,1,A_EXTEND_AFTER_P2,-5000,-2285.37593637789,-1294.23920020719,-803.998870149498,-4800.52503674083,-260.99212363895,0,0
3,A27,2,B_EXTEND_BEFORE_P1,-7260.99489663987,-930.100019087664,-1850.99938562975,-3064.99376678937,-3445.2491194506,-817.752309061515,1,2
3,A28,1,A_EXTEND_AFTER_P2,-5000,-1980.646304769,3104.21465993047,-412.395093075738,-201.82058038417,3992.8429625583,0,0
3,A28,2,B_EXTEND_BEFORE_P1,-5883.99784397859,-2323.41298522059,2932.9824985829,-1296.39293705433,-544.587260835758,3821.61080121073,1,2
3,A29,1,A_EXTEND_AFTER_P2,-5000,-1885.81724045037,4304.47317215295,-894.191133524146,855.237354878194,3511.40743881401,0,0
3,A29,2,B_EXTEND_BEFORE_P1,-6058.02143002854,-2592.15662376051,4508.83742012003,-1952.21256355269,148.897971568059,3715.77168678109,1,2
3,A30,1,A_EXTEND_AFTER_P2,-5000,-1832.60798588856,-4442.89166913915,-152.525747801049,-2976.05291332682,-4001.83943619622,0,0
3,A30,2,B_EXTEND_BEFORE_P1,-9041.20796233372,-879.348926666654,-4810.58496730685,-4193.73371013477,-2022.79385410491,-4369.53273436392,1,2
3,A31,1,A_EXTEND_AFTER_P2,-5000,-1823.22140012199,290.683235674212,-3468.11163319852,-2412.2098349564,5013.64953401783,0,0
3,A31,2,B_EXTEND_BEFORE_P1,-5527.62453100125,-1620.35756654936,-1336.03639488305,-3995.73616419977,-2209.34600138377,3386.92990346057,1,2
3,A32,1,A_EXTEND_AFTER_P2,-5000,-1770.83504212766,2589.6427585874,-407.920619472946,-3709.1711265287,2984.1806995349,0,0
3,A32,2,B_EXTEND_BEFORE_P1,-5978.59993946937,-1357.76387813388,2505.56433286008,-1386.52055894232,-3296.09996253492,2900.10227380758,1,2
3,A33,1,A_EXTEND_AFTER_P2,-5000,-1730.49364760457,-1584.90290947253,-310.213615627805,-1603.15318004754,-3313.97435804819,0,0
3,A33,2,B_EXTEND_BEFORE_P1,-6470.47697297513,-1770.42110056799,-1042.75460219955,-1780.69058860293,-1643.08063301096,-2771.82605077521,1,2
3,A34,1,A_EXTEND_AFTER_P2,-5000,-1690.28799022273,1083.3790173988,-4.22950698889667,-1529.99174664023,954.606755428508,0,0
3,A34,2,B_EXTEND_BEFORE_P1,-6033.40012484487,-1723.44607031509,1110.01620415164,-1037.62963183377,-1563.14982673259,981.243942181346,1,2
3,A35,1,A_EXTEND_AFTER_P2,-5000,-1568.74135130602,-712.470563064057,-736.327968215699,1042.31154565329,-653.279561545873,0,0
3,A35,2,B_EXTEND_BEFORE_P1,-6618.14457213507,-2559.68555181577,-734.93467313441,-2354.47254035077,51.3673451435429,-675.743671616226,1,2
3,A36,1,A_EXTEND_AFTER_P2,-5000,-1525.23346506892,2224.38202222794,-1897.8957756951,-2511.39813459402,-1570.93464784455,0,0
3,A36,2,B_EXTEND_BEFORE_P1,-5515.7806928964,-1361.26582898101,2855.42176825384,-2413.6764685915,-2347.43049850611,-939.89490181865,1,2
3,A37,1,A_EXTEND_AFTER_P2,-5000,-1332.26025692466,4449.60978106156,-748.622812481157,-721.076408112897,7009.34537529703,1,1
3,A37,2,B_EXTEND_BEFORE_P1,-8337.25292159939,-1812.02834032819,2440.26440576453,-4085.87573408055,-1200.84449151643,5000,1,2
3,A38,1,A_EXTEND_AFTER_P2,-5000,-1194.62051862425,2791.97432075776,-1436.44318482256,-4659.37643032017,2247.42928371248,0,0
3,A38,2,B_EXTEND_BEFORE_P1,-8163.2137965135,1880.89202961122,3275.34317478256,-4599.65698133606,-1583.8638820847,2730.79813773728,1,2
3,A39,1,A_EXTEND_AFTER_P2,-5000,-1126.71993264818,4747.84309165573,-451.472865597249,249.59119342411,6302.40688637485,1,1
3,A39,2,B_EXTEND_BEFORE_P1,-8810.7365441245,-2279.78749699008,3445.43620528088,-4262.20940972175,-903.476370917789,5000,1,2
3,A40,1,A_EXTEND_AFTER_P2,-5000,-1113.88857078746,3782.59616936743,-578.464191352969,-650.665280152452,6070.70571129616,0,0
