Group,MediumID,CandidateIndex,CandidateType,a,b,OriginalStartX,OriginalStartY,OriginalStartZ,OriginalEndX,OriginalEndY,OriginalEndZ,Valid,MatchedPieceIndex
3,A81,1,BOUNDARY_EVENT,0,3129.99947076423,-5000,3498.43532509654,-3572.39428580983,-2727.16307276404,7513.31299873312,-5499.81991807871,1,1
3,A81,2,EVENT_INTERVAL_REPRESENTATIVE,648.29987433853,2481.6995964257,-5294.69597886381,2977.86638683591,-3322.48432677047,-3021.85905162785,6992.74406047249,-5249.90995903936,1,2
3,A81,3,BOUNDARY_EVENT,1296.59974867706,1833.39972208717,-5589.39195772762,2457.29744857527,-3072.57436773112,-3316.55503049166,6472.17512221186,-5000,1,2
3,A81,4,EVENT_INTERVAL_REPRESENTATIVE,2213.29960972064,916.699861043584,-6006.093816802,1721.20988746934,-2719.20020587657,-3733.25688956604,5736.08756110593,-4646.62583814545,1,2
3,A81,5,BOUNDARY_EVENT,3129.99947076423,0,-6422.79567587639,985.122326363416,-2365.82604402203,-4149.95874864043,5000,-4293.25167629091,1,2
3,A82,1,BOUNDARY_EVENT,4188.03275943499,0,-7339.79774002756,167.983263353901,-2854.89884709209,-4546.36479139988,4224.19290758382,-1992.40497257619,1,2
3,A83,1,BOUNDARY_EVENT,2424.22470404118,0,-7270.65280103613,4049.13681900675,956.225516721767,-2587.39716625327,3249.44185661583,-601.851704214715,1,2
3,A84,1,BOUNDARY_EVENT,911.292016089827,0,-5882.11384255241,3795.58849197618,-3708.8664967722,-1042.20617861071,3853.29927026519,-4962.64609087465,1,2
3,A85,1,BOUNDARY_EVENT,0,3331.6695954022,-5000,4268.99144661317,2473.37106164901,-1843.24282511566,6459.83011793458,5672.60691651481,1,1
3,A85,2,EVENT_INTERVAL_REPRESENTATIVE,525.59966428532,2806.06993111688,-5331.8381022699,4038.69063258321,2137.06760339161,-2175.08092738556,6229.52930390461,5336.3034582574,1,2
3,A85,3,BOUNDARY_EVENT,1051.19932857064,2280.47026683156,-5663.67620453979,3808.38981855324,1800.7641451342,-2506.91902965545,5999.22848987464,5000,1,2
3,A85,4,EVENT_INTERVAL_REPRESENTATIVE,2191.43446198642,1140.23513341578,-6383.56529223289,3308.77557361592,1071.18792077391,-3226.80811734855,5499.61424493732,4270.42377563971,1,2
3,A85,5,BOUNDARY_EVENT,3331.6695954022,0,-7103.45437992598,2809.1613286786,341.61169641362,-3946.69720504164,5000,3540.84755127942,1,2
3,A86,1,BOUNDARY_EVENT,1404.52305180969,0,-5974.69020335337,5049.72385303712,-4299.49605472247,-2504.86390859264,2456.65557167601,-1802.23708289236,1,3
3,A87,1,BOUNDARY_EVENT,4299.59683654196,0,-8269.94221695632,7292.8858288737,-160.856788314693,-4467.32729598824,4063.70432695529,174.563232702057,1,3
3,A88,1,BOUNDARY_EVENT,0,4172.75098223545,-5000,4583.30546841803,-4734.57668717026,-469.012844779854,3206.16048336372,-6338.82950059146,1,1
3,A88,2,EVENT_INTERVAL_REPRESENTATIVE,756.44637293861,3416.30460929684,-5685.48975987954,4791.65273420901,-4491.87044277245,-1154.5026046594,3414.50774915471,-6096.12325619365,1,2
3,A88,3,BOUNDARY_EVENT,1512.89274587722,2659.85823635823,-6370.97951975908,5000,-4249.16419837465,-1839.99236453894,3622.8550149457,-5853.41701179585,1,2
3,A88,4,EVENT_INTERVAL_REPRESENTATIVE,2842.82186405634,1329.92911817912,-7576.15787012365,5366.30104311561,-3822.45569247672,-3045.1707149035,3989.15605806131,-5426.70850589792,1,3
3,A88,5,BOUNDARY_EVENT,4172.75098223545,0,-8781.33622048822,5732.60208623123,-3395.7471865788,-4250.34906526807,4355.45710117692,-5000,1,3
3,A89,1,BOUNDARY_EVENT,2933.10815102543,0,-7805.24690143064,5115.31246903009,254.963652473301,-3023.20894546589,4221.01331886411,-899.307553840379,1,3
3,A90,1,BOUNDARY_EVENT,3405.32114895935,0,-8287.81738886369,4203.87659559688,3212.89182525609,-3460.34701963225,4970.55812487301,4265.37900658388,1,2
3,A91,1,BOUNDARY_EVENT,0,4338.74378188307,-5000,4917.7334003533,2912.43041845257,-193.546718828795,5539.78123440597,4141.68358524488,1,1
3,A91,2,EVENT_INTERVAL_REPRESENTATIVE,2169.37189094153,2169.37189094153,-7085.3969286593,4647.84278315031,2379.08896507455,-2278.9436474881,5269.89061720299,3608.34213186686,1,2
3,A91,3,BOUNDARY_EVENT,4338.74378188307,0,-9170.7938573186,4377.95216594733,1845.74751169653,-4364.3405761474,5000,3075.00067848884,1,2
