Group,RecordID,ParentID,DirectionFamily
3,65,65,65
3,66,66,66
3,67,67,67
3,68,68,68
3,69,69,69
3,70,70,70
3,71,71,71
3,72,72,72
3,73,73,73
3,74,74,74
3,75,75,75
3,76,76,76
3,77,77,77
3,78,78,78
3,79,79,79
3,80,80,80
3,81,81,81
3,82,82,82
3,83,83,83
3,84,84,84
3,85,85,85
3,86,86,86
3,87,87,87
3,88,88,88
3,89,89,89
3,90,90,90
3,91,91,91
3,92,92,92
3,93,93,93
3,94,94,94
3,95,95,95
3,96,96,96
3,97,97,97
3,98,98,98
3,99,11,11
3,100,99,99
3,101,100,100
3,102,101,101
3,103,102,102
3,104,103,103
3,105,104,104
3,106,105,105
3,107,106,106
3,108,107,107
3,109,108,108
3,110,56,56
3,111,109,109
3,112,110,110
3,113,111,111
3,114,112,112
3,115,113,113
3,116,114,114
3,117,115,115
3,118,116,116
3,119,117,117
3,120,118,118
3,121,96,96
3,122,119,119
3,123,120,120
3,124,91,91
3,125,121,121
3,126,122,122
3,127,123,123
3,128,124,124
3,129,120,120
3,130,120,120
3,131,125,125
3,132,110,110
3,133,39,39
3,134,88,88
3,135,103,103
3,136,126,126
3,137,127,127
3,138,128,128
3,139,81,81
3,140,92,92
3,141,129,129
3,142,37,37
3,143,123,123
3,144,130,130
3,145,131,131
3,146,85,85
3,147,132,132
3,148,133,133
3,149,134,134
3,150,135,135
3,151,136,136
3,152,137,137
3,153,138,138
3,154,139,139
3,155,140,140
3,156,141,141
3,157,142,142
3,158,143,143
3,159,144,144
3,160,145,145
3,161,146,146
3,162,138,138
3,163,147,147
3,164,148,148
3,165,149,149
3,166,150,150
3,167,151,151
3,168,152,152
3,169,48,48
3,170,153,153
3,171,154,154
3,172,155,155
3,173,131,131
3,174,156,156
3,175,157,157
3,176,158,158
3,177,159,159
3,178,3,3
3,179,151,151
3,180,160,160
3,181,161,161
3,182,162,162
3,183,163,163
3,184,164,164
3,185,165,165
3,186,166,166
3,187,128,128
3,188,167,167
3,189,137,137
3,190,168,168
3,191,169,169
3,192,170,170
3,193,171,171
3,194,172,172
3,195,165,165
3,196,173,173
3,197,174,174
3,198,175,175
3,199,174,174
3,200,174,174
3,201,176,176
3,202,177,177
3,203,178,178
3,204,179,179
3,205,180,180
3,206,181,181
3,207,182,182
3,208,183,183
3,209,76,76
3,210,184,184
3,211,185,185
3,212,186,186
3,213,187,187
3,214,188,188
3,215,189,189
3,216,190,190
3,217,191,191
3,218,156,156
3,219,192,192
3,220,193,193
3,221,194,194
3,222,195,195
3,223,196,196
3,224,197,197
3,225,198,198
3,226,199,199
3,227,135,135
3,228,200,200
3,229,201,201
3,230,202,202
3,231,203,203
3,232,183,183
3,233,204,204
3,234,189,189
3,235,203,203
3,236,176,176
3,237,183,183
3,238,205,205
3,239,149,149
3,240,206,206
3,241,191,191
3,242,207,207
3,243,159,159
3,244,199,199
3,245,208,208
3,246,162,162
3,247,209,209
3,248,210,210
3,249,211,211
3,250,212,212
3,251,213,213
3,252,179,179
3,253,214,214
3,254,215,215
3,255,216,216
3,256,199,199
3,257,217,217
3,258,104,104
3,259,218,218
3,260,219,219
3,261,220,220
3,262,221,221
3,263,184,184
3,264,222,222
3,265,223,223
3,266,224,224
3,267,225,225
3,268,226,226
3,269,227,227
3,270,228,228
3,271,229,229
3,272,147,147
3,273,215,215
3,274,230,230
3,275,231,231
3,276,232,232
3,277,233,233
3,278,234,234
3,279,235,235
3,280,236,236
3,281,237,237
3,282,238,238
3,283,176,176
3,284,239,239
3,285,240,240
3,286,241,241
3,287,242,242
3,288,243,243
3,289,244,244
3,290,141,141
3,291,245,245
3,292,246,246
3,293,247,247
3,294,248,248
3,295,249,249
3,296,250,250
3,297,189,189
3,298,251,251
3,299,252,252
3,300,229,229
3,301,253,253
3,302,254,254
3,303,255,255
3,304,187,187
3,305,256,256
3,306,257,257
3,307,254,254
3,308,246,246
3,309,258,258
3,310,237,237
3,311,259,259
3,312,260,260
3,313,261,261
3,314,262,262
3,315,197,197
3,316,263,263
3,317,264,264
3,318,265,265
3,319,266,266
3,320,267,267
3,321,268,268
3,322,269,269
3,323,270,270
3,324,271,271
3,325,272,272
3,326,273,273
3,327,274,274
3,328,275,275
3,329,276,276
3,330,277,277
3,331,278,278
3,332,279,279
3,333,280,280
3,334,281,281
3,335,279,279
3,336,282,282
3,337,283,283
3,338,284,284
3,339,285,285
3,340,286,286
3,341,287,287
3,342,288,288
3,343,289,289
3,344,290,290
3,345,264,264
3,346,291,291
3,347,292,292
3,348,293,293
3,349,132,132
3,350,294,294
3,351,295,295
3,352,296,296
3,353,297,297
3,354,291,291
3,355,233,233
3,356,175,175
3,357,298,298
3,358,299,299
3,359,202,202
3,360,300,300
3,361,150,150
3,362,288,288
3,363,301,301
3,364,302,302
3,365,303,303
3,366,167,167
3,367,304,304
3,368,300,300
3,369,235,235
3,370,305,305
3,371,186,186
3,372,306,306
3,373,307,307
3,374,69,69
3,375,308,308
3,376,253,253
3,377,309,309
3,378,310,310
3,379,311,311
3,380,312,312
3,381,30,30
3,382,313,313
3,383,314,314
3,384,315,315
3,385,316,316
3,386,74,74
3,387,317,317
3,388,78,78
3,389,318,318
3,390,319,319
3,391,294,294
3,392,314,314
3,393,15,15
3,394,320,320
3,395,303,303
3,396,321,321
3,397,322,322
3,398,17,17
3,399,323,323
3,400,324,324
3,401,325,325
3,402,46,46
3,403,42,42
3,404,326,326
3,405,327,327
3,406,328,328
3,407,325,325
3,408,259,259
3,409,329,329
3,410,308,308
3,411,330,330
3,412,325,325
3,413,331,331
3,414,268,268
3,415,332,332
3,416,47,47
3,417,333,333
3,418,296,296
3,419,43,43
3,420,4,4
3,421,334,334
3,422,90,90
3,423,335,335
3,424,87,87
3,425,324,324
3,426,44,44
3,427,336,336
3,428,38,38
3,429,58,58
3,430,337,337
3,431,338,338
3,432,335,335
3,433,213,213
3,434,323,323
3,435,56,56
3,436,339,339
3,437,340,340
3,438,89,89
3,439,333,333
3,440,12,12
3,441,80,80
3,442,341,341
3,443,20,20
3,444,66,66
3,445,44,44
3,446,342,342
3,447,54,54
3,448,328,328
3,449,343,343
3,450,8,8
3,451,344,344
3,452,7,7
3,453,345,345
3,454,40,40
3,455,101,101
3,456,16,16
3,457,341,341
3,458,336,336
3,459,82,82
3,460,346,346
3,461,62,62
3,462,18,18
3,463,83,83
3,464,27,27
3,465,281,281
3,466,45,45
3,467,347,347
3,468,348,348
3,469,89,89
3,470,12,12
3,471,37,37
3,472,51,51
3,473,349,349
3,474,19,19
3,475,344,344
3,476,350,350
3,477,21,21
3,478,71,71
3,479,55,55
3,480,22,22
3,481,48,48
3,482,35,35
3,483,351,351
3,484,352,352
3,485,6,6
3,486,19,19
3,487,353,353
3,488,4,4
3,489,72,72
3,490,14,14
3,491,33,33
3,492,354,354
3,493,349,349
3,494,354,354
3,495,347,347
3,496,88,88
3,497,65,65
3,498,50,50
3,499,59,59
3,500,53,53
3,501,79,79
3,502,57,57
3,503,9,9
3,504,29,29
3,505,2,2
3,506,34,34
3,507,61,61
3,508,85,85
3,509,32,32
3,510,81,81
3,511,86,86
3,512,28,28
3,513,338,338
3,514,84,84
3,515,75,75
3,516,41,41
3,517,68,68
3,518,64,64
3,519,76,76
3,520,23,23
3,521,25,25
3,522,70,70
3,523,77,77
3,524,11,11
3,525,10,10
3,526,91,91
3,527,87,87
3,528,39,39
3,529,31,31
3,530,36,36
3,531,60,60
3,532,9,9
3,533,24,24
3,534,26,26
3,535,5,5
