Group,RecordID,ParentID,DirectionFamily
3,65,65,65
3,66,66,66
3,67,67,67
3,68,68,68
3,69,69,69
3,70,70,70
3,71,71,71
3,72,72,72
3,73,73,73
3,74,74,74
3,75,75,75
3,76,76,76
3,77,77,77
3,78,78,78
3,79,79,79
3,80,80,80
3,81,81,81
3,82,82,82
3,83,83,83
3,84,84,84
3,85,85,85
3,86,86,86
3,87,87,87
3,88,88,88
3,89,89,89
3,90,90,90
3,91,91,91
3,92,92,92
3,93,93,93
3,94,94,94
3,95,95,95
3,96,96,96
3,97,97,97
3,98,98,98
3,99,11,11
3,100,99,99
3,101,100,100
3,102,101,101
3,103,102,102
3,104,103,103
3,105,104,104
3,106,105,105
3,107,106,106
3,108,107,107
3,109,108,108
3,110,56,56
3,111,109,109
3,112,110,110
3,113,111,111
3,114,112,112
3,115,113,113
3,116,114,114
3,117,115,115
3,118,116,116
3,119,117,117
3,120,118,118
3,121,96,96
3,122,119,119
3,123,120,120
3,124,91,91
3,125,121,121
3,126,122,122
3,127,123,123
3,128,124,124
3,129,120,120
3,130,120,120
3,131,125,125
3,132,110,110
3,133,39,39
3,134,88,88
3,135,103,103
3,136,126,126
3,137,127,127
3,138,128,128
3,139,81,81
3,140,92,92
3,141,129,129
3,142,37,37
3,143,123,123
3,144,130,130
3,145,131,131
3,146,85,85
3,147,132,132
3,148,133,133
3,149,134,134
3,150,135,135
3,151,136,136
3,152,137,137
3,153,138,138
3,154,139,139
3,155,140,140
3,156,141,141
3,157,142,142
3,158,143,143
3,159,144,144
3,160,145,145
3,161,146,146
3,162,138,138
3,163,147,147
3,164,148,148
3,165,149,149
3,166,150,150
3,167,151,151
3,168,152,152
3,169,48,48
3,170,153,153
3,171,154,154
3,172,155,155
3,173,131,131
3,174,156,156
3,175,157,157
3,176,158,158
3,177,159,159
3,178,160,3
3,179,151,151
3,180,161,160
3,181,162,161
3,182,163,162
3,183,164,163
3,184,165,164
3,185,166,165
3,186,167,166
3,187,128,128
3,188,168,167
3,189,137,137
3,190,169,168
3,191,170,169
3,192,171,170
3,193,172,171
3,194,173,172
3,195,166,165
3,196,174,173
3,197,175,174
3,198,176,175
3,199,175,174
3,200,175,174
3,201,177,176
3,202,178,177
3,203,179,178
3,204,180,179
3,205,181,180
3,206,182,181
3,207,183,182
3,208,184,183
3,209,76,76
3,210,185,184
3,211,186,185
3,212,187,186
3,213,188,187
3,214,189,188
3,215,190,189
3,216,191,190
3,217,192,191
3,218,156,156
3,219,193,192
3,220,194,193
3,221,195,194
3,222,196,195
3,223,197,196
3,224,198,197
3,225,199,198
3,226,200,199
3,227,135,135
3,228,201,200
3,229,202,201
3,230,203,202
3,231,204,203
3,232,184,183
3,233,205,204
3,234,190,189
3,235,204,203
3,236,177,176
3,237,184,183
3,238,206,205
3,239,149,149
3,240,207,206
3,241,192,191
3,242,208,207
3,243,159,159
3,244,200,199
3,245,209,208
3,246,163,162
3,247,210,209
3,248,211,210
3,249,212,211
3,250,213,212
3,251,214,213
3,252,180,179
3,253,215,214
3,254,216,215
3,255,217,216
3,256,200,199
3,257,218,217
3,258,104,104
3,259,219,218
3,260,220,219
3,261,221,220
3,262,222,221
3,263,185,184
3,264,223,222
3,265,224,223
3,266,225,224
3,267,226,225
3,268,227,226
3,269,228,227
3,270,229,228
3,271,230,229
3,272,147,147
3,273,216,215
3,274,231,230
3,275,232,231
3,276,233,232
3,277,234,233
3,278,235,234
3,279,236,235
3,280,237,236
3,281,238,237
3,282,239,238
3,283,177,176
3,284,240,239
3,285,241,240
3,286,242,241
3,287,243,242
3,288,244,243
3,289,245,244
3,290,141,141
3,291,246,245
3,292,247,246
3,293,248,247
3,294,249,248
3,295,250,249
3,296,251,250
3,297,190,189
3,298,252,251
3,299,253,252
3,300,230,229
3,301,254,253
3,302,255,254
3,303,256,255
3,304,188,187
3,305,257,256
3,306,258,257
3,307,255,254
3,308,247,246
3,309,259,258
3,310,238,237
3,311,260,259
3,312,261,260
3,313,262,261
3,314,263,262
3,315,198,197
3,316,264,263
3,317,265,264
3,318,266,265
3,319,267,266
3,320,268,267
3,321,269,268
3,322,270,269
3,323,271,270
3,324,272,271
3,325,273,272
3,326,274,273
3,327,275,274
3,328,276,275
3,329,277,276
3,330,278,277
3,331,279,278
3,332,280,279
3,333,281,280
3,334,282,281
3,335,280,279
3,336,283,282
3,337,284,283
3,338,285,284
3,339,286,285
3,340,287,286
3,341,288,287
3,342,289,288
3,343,290,289
3,344,291,290
3,345,265,264
3,346,292,291
3,347,293,292
3,348,294,293
3,349,132,132
3,350,295,294
3,351,296,295
3,352,297,296
3,353,298,297
3,354,292,291
3,355,234,233
3,356,176,175
3,357,299,298
3,358,300,299
3,359,203,202
3,360,301,300
3,361,150,150
3,362,289,288
3,363,302,301
3,364,303,302
3,365,304,303
3,366,168,167
3,367,305,304
3,368,301,300
3,369,236,235
3,370,306,305
3,371,187,186
3,372,307,306
3,373,308,307
3,374,69,69
3,375,309,308
3,376,254,253
3,377,310,309
3,378,311,310
3,379,312,311
3,380,313,312
3,381,30,30
3,382,314,313
3,383,315,314
3,384,316,315
3,385,317,316
3,386,74,74
3,387,318,317
3,388,78,78
3,389,319,318
3,390,320,319
3,391,295,294
3,392,315,314
3,393,15,15
3,394,321,320
3,395,304,303
3,396,322,321
3,397,323,322
3,398,17,17
3,399,324,323
3,400,325,324
3,401,326,325
3,402,46,46
3,403,42,42
3,404,327,326
3,405,328,327
3,406,329,328
3,407,326,325
3,408,260,259
3,409,330,329
3,410,309,308
3,411,331,330
3,412,326,325
3,413,332,331
3,414,269,268
3,415,333,332
3,416,47,47
3,417,334,333
3,418,297,296
3,419,43,43
3,420,4,4
3,421,335,334
3,422,90,90
3,423,336,335
3,424,87,87
3,425,325,324
3,426,44,44
3,427,337,336
3,428,38,38
3,429,58,58
3,430,338,337
3,431,339,338
3,432,336,335
3,433,214,213
3,434,324,323
3,435,56,56
3,436,340,339
3,437,341,340
3,438,89,89
3,439,334,333
3,440,12,12
3,441,80,80
3,442,342,341
3,443,20,20
3,444,66,66
3,445,44,44
3,446,343,342
3,447,54,54
3,448,329,328
3,449,344,343
3,450,8,8
3,451,345,344
3,452,7,7
3,453,346,345
3,454,40,40
3,455,347,101
3,456,16,16
3,457,342,341
3,458,337,336
3,459,82,82
3,460,348,346
3,461,62,62
3,462,18,18
3,463,83,83
3,464,27,27
3,465,282,281
3,466,45,45
3,467,349,347
3,468,350,348
3,469,89,89
3,470,12,12
3,471,37,37
3,472,51,51
3,473,351,349
3,474,19,19
3,475,345,344
3,476,352,350
3,477,21,21
3,478,71,71
3,479,55,55
3,480,22,22
3,481,48,48
3,482,35,35
3,483,353,351
3,484,354,352
3,485,6,6
3,486,19,19
3,487,355,353
3,488,4,4
3,489,72,72
3,490,14,14
3,491,33,33
3,492,356,354
3,493,351,349
3,494,356,354
3,495,349,347
3,496,88,88
3,497,65,65
3,498,50,50
3,499,59,59
3,500,53,53
3,501,79,79
3,502,57,57
3,503,9,9
3,504,29,29
3,505,2,2
3,506,34,34
3,507,61,61
3,508,85,85
3,509,32,32
3,510,81,81
3,511,86,86
3,512,28,28
3,513,339,338
3,514,84,84
3,515,75,75
3,516,41,41
3,517,68,68
3,518,357,64
3,519,76,76
3,520,23,23
3,521,25,25
3,522,70,70
3,523,77,77
3,524,11,11
3,525,10,10
3,526,91,91
3,527,87,87
3,528,39,39
3,529,31,31
3,530,36,36
3,531,60,60
3,532,9,9
3,533,24,24
3,534,26,26
3,535,5,5
