Group,RecordID,ParentID,DirectionFamily
3,65,65,65
3,66,66,66
3,67,67,67
3,68,68,68
3,69,69,69
3,70,70,70
3,71,71,71
3,72,72,72
3,73,73,73
3,74,74,74
3,75,75,75
3,76,76,76
3,77,77,77
3,78,78,78
3,79,79,79
3,80,80,80
3,81,81,81
3,82,82,82
3,83,83,83
3,84,84,84
3,85,85,85
3,86,86,86
3,87,87,87
3,88,88,88
3,89,89,89
3,90,90,90
3,91,91,91
3,92,92,92
3,93,93,93
3,94,94,94
3,95,95,95
3,96,96,96
3,97,97,97
3,98,98,98
3,99,99,11
3,100,100,99
3,101,101,100
3,102,102,101
3,103,103,102
3,104,104,103
3,105,105,104
3,106,106,105
3,107,107,106
3,108,108,107
3,109,109,108
3,110,110,56
3,111,111,109
3,112,112,110
3,113,113,111
3,114,114,112
3,115,115,113
3,116,116,114
3,117,117,115
3,118,118,116
3,119,119,117
3,120,120,118
3,121,121,96
3,122,122,119
3,123,123,120
3,124,124,91
3,125,125,121
3,126,126,122
3,127,127,123
3,128,128,124
3,129,129,120
3,130,130,120
3,131,131,125
3,132,132,110
3,133,133,39
3,134,134,88
3,135,135,103
3,136,136,126
3,137,137,127
3,138,138,128
3,139,139,81
3,140,140,92
3,141,141,129
3,142,142,37
3,143,143,123
3,144,144,130
3,145,145,131
3,146,146,85
3,147,147,132
3,148,148,133
3,149,149,134
3,150,150,135
3,151,151,136
3,152,152,137
3,153,153,138
3,154,154,139
3,155,155,140
3,156,156,141
3,157,157,142
3,158,158,143
3,159,159,144
3,160,160,145
3,161,161,146
3,162,162,138
3,163,163,147
3,164,164,148
3,165,165,149
3,166,166,150
3,167,167,151
3,168,168,152
3,169,169,48
3,170,170,153
3,171,171,154
3,172,172,155
3,173,173,131
3,174,174,156
3,175,175,157
3,176,176,158
3,177,177,159
3,178,178,3
3,179,179,151
3,180,180,160
3,181,181,161
3,182,182,162
3,183,183,163
3,184,184,164
3,185,185,165
3,186,186,166
3,187,187,128
3,188,188,167
3,189,189,137
3,190,190,168
3,191,191,169
3,192,192,170
3,193,193,171
3,194,194,172
3,195,195,165
3,196,196,173
3,197,197,174
3,198,198,175
3,199,199,174
3,200,200,174
3,201,201,176
3,202,202,177
3,203,203,178
3,204,204,179
3,205,205,180
3,206,206,181
3,207,207,182
3,208,208,183
3,209,209,76
3,210,210,184
3,211,211,185
3,212,212,186
3,213,213,187
3,214,214,188
3,215,215,189
3,216,216,190
3,217,217,191
3,218,218,156
3,219,219,192
3,220,220,193
3,221,221,194
3,222,222,195
3,223,223,196
3,224,224,197
3,225,225,198
3,226,226,199
3,227,227,135
3,228,228,200
3,229,229,201
3,230,230,202
3,231,231,203
3,232,232,183
3,233,233,204
3,234,234,189
3,235,235,203
3,236,236,176
3,237,237,183
3,238,238,205
3,239,239,149
3,240,240,206
3,241,241,191
3,242,242,207
3,243,243,159
3,244,244,199
3,245,245,208
3,246,246,162
3,247,247,209
3,248,248,210
3,249,249,211
3,250,250,212
3,251,251,213
3,252,252,179
3,253,253,214
3,254,254,215
3,255,255,216
3,256,256,199
3,257,257,217
3,258,258,104
3,259,259,218
3,260,260,219
3,261,261,220
3,262,262,221
3,263,263,184
3,264,264,222
3,265,265,223
3,266,266,224
3,267,267,225
3,268,268,226
3,269,269,227
3,270,270,228
3,271,271,229
3,272,272,147
3,273,273,215
3,274,274,230
3,275,275,231
3,276,276,232
3,277,277,233
3,278,278,234
3,279,279,235
3,280,280,236
3,281,281,237
3,282,282,238
3,283,283,176
3,284,284,239
3,285,285,240
3,286,286,241
3,287,287,242
3,288,288,243
3,289,289,244
3,290,290,141
3,291,291,245
3,292,292,246
3,293,293,247
3,294,294,248
3,295,295,249
3,296,296,250
3,297,297,189
3,298,298,251
3,299,299,252
3,300,300,229
3,301,301,253
3,302,302,254
3,303,303,255
3,304,304,187
3,305,305,256
3,306,306,257
3,307,307,254
3,308,308,246
3,309,309,258
3,310,310,237
3,311,311,259
3,312,312,260
3,313,313,261
3,314,314,262
3,315,315,197
3,316,316,263
3,317,317,264
3,318,318,265
3,319,319,266
3,320,320,267
3,321,321,268
3,322,322,269
3,323,323,270
3,324,324,271
3,325,325,272
3,326,326,273
3,327,327,274
3,328,328,275
3,329,329,276
3,330,330,277
3,331,331,278
3,332,332,279
3,333,333,280
3,334,334,281
3,335,335,279
3,336,336,282
3,337,337,283
3,338,338,284
3,339,339,285
3,340,340,286
3,341,341,287
3,342,342,288
3,343,343,289
3,344,344,290
3,345,345,264
3,346,346,291
3,347,347,292
3,348,348,293
3,349,349,132
3,350,350,294
3,351,351,295
3,352,352,296
3,353,353,297
3,354,354,291
3,355,355,233
3,356,356,175
3,357,357,298
3,358,358,299
3,359,359,202
3,360,360,300
3,361,361,150
3,362,362,288
3,363,363,301
3,364,364,302
3,365,365,303
3,366,366,167
3,367,367,304
3,368,368,300
3,369,369,235
3,370,370,305
3,371,371,186
3,372,372,306
3,373,373,307
3,374,374,69
3,375,375,308
3,376,376,253
3,377,377,309
3,378,378,310
3,379,379,311
3,380,380,312
3,381,381,30
3,382,382,313
3,383,383,314
3,384,384,315
3,385,385,316
3,386,386,74
3,387,387,317
3,388,388,78
3,389,389,318
3,390,390,319
3,391,391,294
3,392,392,314
3,393,393,15
3,394,394,320
3,395,395,303
3,396,396,321
3,397,397,322
3,398,398,17
3,399,399,323
3,400,400,324
3,401,401,325
3,402,402,46
3,403,403,42
3,404,404,326
3,405,405,327
3,406,406,328
3,407,407,325
3,408,408,259
3,409,409,329
3,410,410,308
3,411,411,330
3,412,412,325
3,413,413,331
3,414,414,268
3,415,415,332
3,416,416,47
3,417,417,333
3,418,418,296
3,419,419,43
3,420,420,4
3,421,421,334
3,422,422,90
3,423,423,335
3,424,424,87
3,425,425,324
3,426,426,44
3,427,427,336
3,428,428,38
3,429,429,58
3,430,430,337
3,431,431,338
3,432,432,335
3,433,433,213
3,434,434,323
3,435,435,56
3,436,436,339
3,437,437,340
3,438,438,89
3,439,439,333
3,440,440,12
3,441,441,80
3,442,442,341
3,443,443,20
3,444,444,66
3,445,445,44
3,446,446,342
3,447,447,54
3,448,448,328
3,449,449,343
3,450,450,8
3,451,451,344
3,452,452,7
3,453,453,345
3,454,454,40
3,455,455,101
3,456,456,16
3,457,457,341
3,458,458,336
3,459,459,82
3,460,460,346
3,461,461,62
3,462,462,18
3,463,463,83
3,464,464,27
3,465,465,281
3,466,466,45
3,467,467,347
3,468,468,348
3,469,469,89
3,470,470,12
3,471,471,37
3,472,472,51
3,473,473,349
3,474,474,19
3,475,475,344
3,476,476,350
3,477,477,21
3,478,478,71
3,479,479,55
3,480,480,22
3,481,481,48
3,482,482,35
3,483,483,351
3,484,484,352
3,485,485,6
3,486,486,19
3,487,487,353
3,488,488,4
3,489,489,72
3,490,490,14
3,491,491,33
3,492,492,354
3,493,493,349
3,494,494,354
3,495,495,347
3,496,496,88
3,497,497,65
3,498,498,50
3,499,499,59
3,500,500,53
3,501,501,79
3,502,502,57
3,503,503,9
3,504,504,29
3,505,505,2
3,506,506,34
3,507,507,61
3,508,508,85
3,509,509,32
3,510,510,81
3,511,511,86
3,512,512,28
3,513,513,338
3,514,514,84
3,515,515,75
3,516,516,41
3,517,517,68
3,518,518,64
3,519,519,76
3,520,520,23
3,521,521,25
3,522,522,70
3,523,523,77
3,524,524,11
3,525,525,10
3,526,526,91
3,527,527,87
3,528,528,39
3,529,529,31
3,530,530,36
3,531,531,60
3,532,532,9
3,533,533,24
3,534,534,26
3,535,535,5
