Scope,Group,MediumID,PieceIndex,LeftContact,RightContact,DirectElectrodeCharged,ActivatedByGeometry,InheritedFromSameMedium,PieceCharged,ChargeSource
UNIQUE_ONLY_LOWER_BOUND,3,A35,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A36,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A36,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A38,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A38,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A40,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A40,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A41,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A41,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A42,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A42,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A43,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A43,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A44,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A44,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A44,3,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A45,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A45,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A46,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A46,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A47,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A47,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A49,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A49,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A50,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A50,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A51,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A51,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A52,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A52,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A53,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A53,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A54,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A54,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A55,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A55,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A57,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A57,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A58,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A58,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A59,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A59,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A60,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A60,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A61,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A61,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A62,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A62,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A63,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A63,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A64,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A64,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A64,3,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A65,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A65,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A66,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A66,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A67,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A67,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A68,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A68,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A69,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A69,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A70,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A70,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A71,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A71,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A72,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A72,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A74,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A74,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A75,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A75,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A77,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A77,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A78,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A78,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A79,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A79,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A80,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A80,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A80,3,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A82,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A82,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A83,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A83,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A84,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A84,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A86,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A86,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A86,3,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A87,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A87,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A87,3,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A89,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A89,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A89,3,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A90,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A90,2,0,1,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A92,1,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A92,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A93,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A94,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A95,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A96,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A96,2,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A97,1,0,0,0,1,0,1,GEOMETRY_EDGE
UNIQUE_ONLY_LOWER_BOUND,3,A98,1,0,0,0,0,0,0,UNCHARGED
UNIQUE_ONLY_LOWER_BOUND,3,A99,1,0,0,0,0,1,1,SAME_MEDIUM_INHERITANCE
UNIQUE_ONLY_LOWER_BOUND,3,A99,2,1,0,1,0,0,1,DIRECT_ELECTRODE
UNIQUE_ONLY_LOWER_BOUND,3,A99,3,0,1,1,0,0,1,DIRECT_ELECTRODE
