Group,MediumID,ExcelRow,RawLength,Explicit729ValidCount,Relative27ValidCount,PhysicalCandidateCount,Status,SelectedKx,SelectedKy,SelectedKz,UnwrappedLength,PieceCount,BoundaryEventSequence,MaxConsistencyError,NearestKx,NearestKy,NearestKz,NearestLengthError
2,A18,20,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,1.81898940354586e-12
2,A19,21,3746.52557798049,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1253.47442201951
2,A20,22,2021.0259153868,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2978.9740846132
2,A21,23,5000.00000000001,27,1,1,UNIQUE,0,0,0,5000.00000000001,1,NONE,0,0,0,0,8.18545231595635e-12
2,A22,24,843.937832660219,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4156.06216733978
2,A23,25,3472.01251981556,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1527.98748018444
2,A24,26,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,0
2,A25,27,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,4.54747350886464e-12
2,A26,28,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,9.09494701772928e-13
2,A27,29,4156.06216733979,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-843.937832660213
2,A28,30,759.724984160844,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4240.27501583916
2,A29,31,4999.99999999999,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.24344978758018e-14,0,0,0,-4.54747350886464e-12
2,A30,32,1272.97437943224,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3727.02562056776
2,A31,33,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.4210854715202e-14,0,0,0,1.81898940354586e-12
2,A32,34,1064.85148373562,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3935.14851626438
2,A33,35,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.1316282072803e-14,0,0,0,3.63797880709171e-12
2,A34,36,4925.51310143542,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-74.486898564579
2,A35,37,1253.4744220195,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3746.5255779805
2,A36,38,3935.14851626438,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1064.85148373562
2,A37,39,1527.98748018443,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3472.01251981557
2,A38,40,3443.51203030501,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1556.48796969499
2,A39,41,3125.32231037239,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1874.67768962761
2,A40,42,927.56174555182,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4072.43825444818
2,A41,43,1338.58205286218,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3661.41794713782
2,A42,44,2322.73618141134,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2677.26381858866
2,A43,45,2227.77100982453,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2772.22899017547
2,A44,46,1946.42642463387,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3053.57357536613
2,A45,47,1919.87724795563,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3080.12275204437
2,A46,48,1934.51292932385,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3065.48707067615
2,A47,49,1053.14227422283,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3946.85772577717
2,A48,50,1034.91808732073,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3965.08191267927
2,A49,51,577.473950139756,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4422.52604986024
3,A1,3,4874.80715336013,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-125.192846639873
3,A2,4,3536.54143714368,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1463.45856285632
3,A3,5,1779.05263698407,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3220.94736301593
3,A4,6,1478.06913913149,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3521.93086086851
3,A5,7,4422.79632196514,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-577.203678034864
3,A6,8,3442.09243364942,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1557.90756635058
3,A7,9,2497.59827637838,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2502.40172362163
3,A8,10,2497.12824849134,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2502.87175150866
3,A9,11,2904.01079087906,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2095.98920912094
3,A10,12,4342.18122187873,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-657.818778121275
3,A11,13,913.515101427663,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4086.48489857234
3,A12,14,2060.38274038113,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2939.61725961887
3,A13,15,4528.15914247438,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-471.840857525615
3,A14,16,3509.93057904505,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1490.06942095495
3,A15,17,804.902585300458,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4195.09741469954
3,A16,18,2497.84094460506,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2502.15905539494
3,A17,19,981.387976262608,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4018.61202373739
3,A18,20,1471.2231541959,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3528.7768458041
3,A19,21,882.416415678777,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4117.58358432122
3,A20,22,1840.46038496326,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3159.53961503674
3,A21,23,3191.74066050144,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1808.25933949856
3,A22,24,2765.28806184841,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2234.71193815159
3,A23,25,3450.04396005675,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1549.95603994325
3,A24,26,3815.52228969526,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1184.47771030474
3,A25,27,3665.68426682574,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1334.31573317426
3,A26,28,4474.30261795094,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-525.697382049064
3,A27,29,2305.77420421187,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2694.22579578813
3,A28,30,4036.5366439421,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-963.463356057905
3,A29,31,3711.55542740026,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1288.44457259974
3,A30,32,831.635453761807,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4168.36454623819
3,A31,33,3277.86233502475,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1722.13766497525
3,A32,34,3934.46970492368,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1065.53029507632
3,A33,35,3432.25591481607,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1567.74408518393
3,A34,36,3965.72498047042,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1034.27501952958
3,A35,37,3102.40496915297,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1897.59503084703
3,A36,38,4168.65995530506,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-831.340044694938
3,A37,39,1075.09193562398,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3924.90806437602
3,A38,40,561.718304811153,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4438.28169518885
3,A39,41,811.0214235043,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4188.9785764957
3,A40,42,2217.8121965483,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2782.1878034517
3,A41,43,4193.51846848242,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-806.481531517576
3,A42,44,1222.58033939938,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3777.41966060062
3,A43,45,1570.71075645864,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3429.28924354136
3,A44,46,1001.77543944703,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3998.22456055297
3,A45,47,2719.60390634487,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2280.39609365513
3,A46,48,1133.87485420103,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3866.12514579897
3,A47,49,1521.29921475044,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3478.70078524956
3,A48,50,1869.02361591365,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3130.97638408635
3,A49,51,4990.28278053823,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-9.71721946176876
3,A50,52,3790.51176351418,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1209.48823648582
3,A51,53,1166.46899467179,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3833.53100532821
3,A52,54,4658.08876117796,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-341.911238822037
3,A53,55,3360.04652037728,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1639.95347962273
3,A54,56,2350.56906661349,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2649.43093338651
3,A55,57,3112.94540205222,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1887.05459794778
3,A56,58,527.676800319801,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4472.3231996802
3,A57,59,3858.5340030566,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1141.4659969434
3,A58,60,1835.02890319845,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3164.97109680155
3,A59,61,3851.41266716847,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1148.58733283153
3,A60,62,3412.71788762464,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1587.28211237536
3,A61,63,3968.89366983223,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1031.10633016777
3,A62,64,2685.67602875809,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2314.32397124191
3,A63,65,4993.53751413764,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-6.46248586236106
3,A64,66,4041.13735010894,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-958.862649891061
3,A65,67,3350.06006665072,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1649.93993334928
3,A66,68,1051.93355018598,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3948.06644981402
3,A67,69,4794.64235304177,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-205.35764695823
3,A68,70,4092.49030587831,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-907.509694121693
3,A69,71,703.657841629242,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4296.34215837076
3,A70,72,3863.64577130947,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1136.35422869053
3,A71,73,2881.41368809394,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2118.58631190606
3,A72,74,3326.05302515012,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1673.94697484988
3,A73,75,4593.51548495366,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-406.484515046343
3,A74,76,690.711020866484,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4309.28897913352
3,A75,77,3725.79108665815,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1274.20891334185
3,A76,78,2952.02824550811,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2047.97175449189
3,A77,79,4320.66486523392,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-679.335134766079
3,A78,80,919.407116503299,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4080.5928834967
3,A79,81,3399.85771804035,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1600.14228195965
3,A80,82,771.300909264929,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4228.69909073507
3,A81,83,1870.00052923577,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3129.99947076423
3,A82,84,811.96724056501,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4188.03275943499
3,A83,85,2575.77529595882,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2424.22470404118
3,A84,86,4088.70798391017,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-911.292016089826
3,A85,87,1668.3304045978,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3331.6695954022
3,A86,88,3595.47694819031,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1404.52305180969
3,A87,89,700.403163458043,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4299.59683654196
3,A88,90,827.249017764548,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4172.75098223545
3,A89,91,2066.89184897457,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2933.10815102543
3,A90,92,1594.67885104065,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3405.32114895935
3,A91,93,661.256218116935,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4338.74378188307
3,A92,94,3800.25416017011,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1199.7458398299
3,A93,95,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.8421709430404e-14,0,0,0,-1.81898940354586e-12
3,A94,96,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.2632564145606e-13,0,0,0,-2.72848410531878e-12
3,A95,97,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.27373675443232e-13,0,0,0,-9.09494701772928e-13
3,A96,98,1531.44317552721,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3468.55682447279
3,A97,99,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,0,0,0,0,-9.09494701772928e-13
3,A98,100,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,3.97903932025656e-13,0,0,0,4.54747350886464e-12
3,A99,101,1302.20977112235,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3697.79022887765
3,A100,102,4999.99999999999,27,1,1,UNIQUE,0,0,0,4999.99999999999,1,NONE,2.27373675443232e-13,0,0,0,-5.45696821063757e-12
3,A101,103,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.8421709430404e-14,0,0,0,-1.81898940354586e-12
3,A102,104,1190.15021507902,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3809.84978492098
3,A103,105,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.2632564145606e-13,0,0,0,0
3,A104,106,3905.22827248758,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-1094.77172751242
3,A105,107,2910.80889568809,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-2089.19110431191
3,A106,108,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.27373675443232e-13,0,0,0,-2.72848410531878e-12
3,A107,109,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,3.97903932025656e-13,0,0,0,0
3,A108,110,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.13686837721616e-13,0,0,0,-3.63797880709171e-12
3,A109,111,4814.48425745186,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-185.515742548142
3,A110,112,1080.12043594506,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-3919.87956405494
3,A111,113,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,3.97903932025656e-13,0,0,0,1.81898940354586e-12
3,A112,114,705.212623967009,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-4294.78737603299
3,A113,115,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,4.54747350886464e-13,0,0,0,3.63797880709171e-12
3,A114,116,5000.00000000001,27,1,1,UNIQUE,0,0,0,5000.00000000001,1,NONE,4.54747350886464e-13,0,0,0,8.18545231595635e-12
3,A115,117,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,2.27373675443232e-13,0,0,0,4.54747350886464e-12
3,A116,118,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,3.41060513164848e-13,0,0,0,-3.63797880709171e-12
3,A117,119,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.13686837721616e-13,0,0,0,1.81898940354586e-12
3,A118,120,4833.7867686378,0,0,0,UNRESOLVED,NaN,NaN,NaN,NaN,0,NOT_UNIQUE,NaN,0,0,0,-166.213231362195
3,A119,121,5000,27,1,1,UNIQUE,0,0,0,5000.00000000001,1,NONE,2.27373675443232e-13,0,0,0,5.45696821063757e-12
3,A120,122,5000,27,1,1,UNIQUE,0,0,0,5000,1,NONE,1.13686837721616e-13,0,0,0,-4.54747350886464e-12
