Group,MediumID,PieceIndex,SourceExcelRow,WrappedInputP1X,WrappedInputP1Y,WrappedInputP1Z,WrappedInputP2X,WrappedInputP2Y,WrappedInputP2Z,UnwrappedStartX,UnwrappedStartY,UnwrappedStartZ,UnwrappedEndX,UnwrappedEndY,UnwrappedEndZ,RelativeShiftKx,RelativeShiftKy,RelativeShiftKz,PieceStartX,PieceStartY,PieceStartZ,PieceEndX,PieceEndY,PieceEndZ,PieceLength,TranslationX,TranslationY,TranslationZ,TStart,TEnd,BoundaryEventSequence
3,A136,1,138,-4224.87904616298,1018.43605070981,1905.69831751946,751.900062945494,1373.51986922207,2230.63705170217,-4224.87904616298,1018.43605070981,1905.69831751946,751.900062945494,1373.51986922207,2230.63705170217,0,0,0,-4224.87904616298,1018.43605070981,1905.69831751946,751.900062945494,1373.51986922207,2230.63705170217,5000,-0,-0,-0,0,1,NONE
3,A137,1,139,-4223.07600315043,-1771.37115843877,1892.94507460088,433.368702860982,-644.452482854297,3323.88078191874,-4223.07600315043,-1771.37115843877,1892.94507460088,433.368702860982,-644.452482854297,3323.88078191874,0,0,0,-4223.07600315043,-1771.37115843877,1892.94507460088,433.368702860982,-644.452482854297,3323.88078191874,5000,-0,-0,-0,0,1,NONE
3,A141,1,143,-4102.31621428781,4431.47429291086,-2415.60705080457,894.504935331985,4605.85934665772,-2378.61716378044,-4102.31621428781,4431.47429291086,-2415.60705080457,894.504935331985,4605.85934665772,-2378.61716378044,0,0,0,-4102.31621428781,4431.47429291086,-2415.60705080457,894.504935331985,4605.85934665772,-2378.61716378044,5000,-0,-0,-0,0,1,NONE
3,A144,1,146,-4012.39270998318,-1834.8453603863,3726.07429706474,344.762915275798,-943.423431913583,1441.21942142996,-4012.39270998318,-1834.8453603863,3726.07429706474,344.762915275798,-943.423431913583,1441.21942142996,0,0,0,-4012.39270998318,-1834.8453603863,3726.07429706474,344.762915275798,-943.423431913583,1441.21942142996,5000,-0,-0,-0,0,1,NONE
3,A149,1,151,-3935.66950286621,-221.024131726583,1238.27483308518,-924.248509871287,-1698.47073322929,4946.17115615808,-3935.66950286621,-221.024131726583,1238.27483308518,-924.248509871287,-1698.47073322929,4946.17115615808,0,0,0,-3935.66950286621,-221.024131726583,1238.27483308518,-924.248509871287,-1698.47073322929,4946.17115615808,5000,-0,-0,-0,0,1,NONE
3,A151,1,153,-3902.89572773884,-3088.9993237149,1630.40870061951,476.949011720593,-766.260515050205,980.91313870055,-3902.89572773884,-3088.9993237149,1630.40870061951,476.949011720593,-766.260515050205,980.91313870055,0,0,0,-3902.89572773884,-3088.9993237149,1630.40870061951,476.949011720593,-766.260515050205,980.91313870055,5000,-0,-0,-0,0,1,NONE
3,A154,1,156,-3786.81574078267,4843.24926450574,1101.85560042605,-1801.77961053379,1129.35410692689,-1593.81023942112,-3786.81574078267,4843.24926450574,1101.85560042605,-1801.77961053379,1129.35410692689,-1593.81023942112,0,0,0,-3786.81574078267,4843.24926450574,1101.85560042605,-1801.77961053379,1129.35410692689,-1593.81023942112,5000,-0,-0,-0,0,1,NONE
3,A155,1,157,-3779.58706323983,2768.76779575297,-2930.32195471563,-2949.65479393071,601.473047834658,1498.4528085801,-3779.58706323983,2768.76779575297,-2930.32195471563,-2949.65479393071,601.473047834658,1498.4528085801,0,0,0,-3779.58706323983,2768.76779575297,-2930.32195471563,-2949.65479393071,601.473047834658,1498.4528085801,5000,-0,-0,-0,0,1,NONE
3,A157,1,159,-3736.69743835885,-973.397803807633,2686.98807733915,-1053.83607794081,-4905.37937369601,4217.27427764092,-3736.69743835885,-973.397803807633,2686.98807733915,-1053.83607794081,-4905.37937369601,4217.27427764092,0,0,0,-3736.69743835885,-973.397803807633,2686.98807733915,-1053.83607794081,-4905.37937369601,4217.27427764092,5000,-0,-0,-0,0,1,NONE
3,A160,1,162,-3628.8074308068,-4587.61306219392,4681.3589361279,346.901667158697,-3755.04279473817,1765.78627915242,-3628.8074308068,-4587.61306219392,4681.3589361279,346.901667158697,-3755.04279473817,1765.78627915242,0,0,0,-3628.8074308068,-4587.61306219392,4681.3589361279,346.901667158697,-3755.04279473817,1765.78627915242,5000,-0,-0,-0,0,1,NONE
3,A164,1,166,-3496.37091092846,-696.631470477054,1531.62191440463,247.096691063384,2229.7953930502,3088.05248634269,-3496.37091092846,-696.631470477054,1531.62191440463,247.096691063384,2229.7953930502,3088.05248634269,0,0,0,-3496.37091092846,-696.631470477054,1531.62191440463,247.096691063384,2229.7953930502,3088.05248634269,5000,-0,-0,-0,0,1,NONE
3,A170,1,172,-3381.94352263597,-2014.29877013302,-4270.86180286394,1445.20194002736,-742.106703383865,-3987.67630254788,-3381.94352263597,-2014.29877013302,-4270.86180286394,1445.20194002736,-742.106703383865,-3987.67630254788,0,0,0,-3381.94352263597,-2014.29877013302,-4270.86180286394,1445.20194002736,-742.106703383865,-3987.67630254788,4999.99999999999,-0,-0,-0,0,1,NONE
3,A171,1,173,-3381.48967918435,2792.75267863163,3344.15385990426,1447.60182498836,1898.6392594994,2405.83811451012,-3381.48967918435,2792.75267863163,3344.15385990426,1447.60182498836,1898.6392594994,2405.83811451012,0,0,0,-3381.48967918435,2792.75267863163,3344.15385990426,1447.60182498836,1898.6392594994,2405.83811451012,4999.99999999999,-0,-0,-0,0,1,NONE
3,A172,1,174,-3365.54201309952,3426.34108505962,-2178.65524259573,1568.31768688051,4133.78797753554,-2574.315899269,-3365.54201309952,3426.34108505962,-2178.65524259573,1568.31768688051,4133.78797753554,-2574.315899269,0,0,0,-3365.54201309952,3426.34108505962,-2178.65524259573,1568.31768688051,4133.78797753554,-2574.315899269,5000,-0,-0,-0,0,1,NONE
3,A175,1,177,-3330.97683930299,-192.554020631002,767.786431203294,-964.278987507449,-3933.94320669486,-1556.16456585125,-3330.97683930299,-192.554020631002,767.786431203294,-964.278987507449,-3933.94320669486,-1556.16456585125,0,0,0,-3330.97683930299,-192.554020631002,767.786431203294,-964.278987507449,-3933.94320669486,-1556.16456585125,5000,-0,-0,-0,0,1,NONE
3,A176,1,178,-3286.85924593133,-2974.02552709837,3459.42089366925,-1003.25046987847,-2627.96721279353,-975.144992754681,-3286.85924593133,-2974.02552709837,3459.42089366925,-1003.25046987847,-2627.96721279353,-975.144992754681,0,0,0,-3286.85924593133,-2974.02552709837,3459.42089366925,-1003.25046987847,-2627.96721279353,-975.144992754681,5000,-0,-0,-0,0,1,NONE
3,A180,1,182,-3132.55886825909,-2477.77804858886,-18.8121899238568,-733.401974794709,-529.811963343794,3911.76974298091,-3132.55886825909,-2477.77804858886,-18.8121899238568,-733.401974794709,-529.811963343794,3911.76974298091,0,0,0,-3132.55886825909,-2477.77804858886,-18.8121899238568,-733.401974794709,-529.811963343794,3911.76974298091,5000,-0,-0,-0,0,1,NONE
3,A181,1,183,-3127.03672616569,2903.73641347257,467.769085676664,-3029.66894210302,-1619.45701440739,2596.44020367734,-3127.03672616569,2903.73641347257,467.769085676664,-3029.66894210302,-1619.45701440739,2596.44020367734,0,0,0,-3127.03672616569,2903.73641347257,467.769085676664,-3029.66894210302,-1619.45701440739,2596.44020367734,5000,-0,-0,-0,0,1,NONE
3,A183,1,185,-3115.7239937972,-814.320182024368,-801.001503680503,-1631.39949981614,3935.44525802039,-1287.32347637384,-3115.7239937972,-814.320182024368,-801.001503680503,-1631.39949981614,3935.44525802039,-1287.32347637384,0,0,0,-3115.7239937972,-814.320182024368,-801.001503680503,-1631.39949981614,3935.44525802039,-1287.32347637384,5000,-0,-0,-0,0,1,NONE
3,A184,1,186,-3093.68097161333,504.855793962775,190.215289626727,1309.4637032721,159.848374049618,2533.99148462336,-3093.68097161333,504.855793962775,190.215289626727,1309.4637032721,159.848374049618,2533.99148462336,0,0,0,-3093.68097161333,504.855793962775,190.215289626727,1309.4637032721,159.848374049618,2533.99148462336,4999.99999999999,-0,-0,-0,0,1,NONE
3,A186,1,188,-3084.82362850467,594.686233675939,1354.51266409409,288.152295570044,-2163.34240434362,3807.32970730712,-3084.82362850467,594.686233675939,1354.51266409409,288.152295570044,-2163.34240434362,3807.32970730712,0,0,0,-3084.82362850467,594.686233675939,1354.51266409409,288.152295570044,-2163.34240434362,3807.32970730712,5000,-0,-0,-0,0,1,NONE
3,A190,1,192,-2986.51011041048,-3997.31782735063,2302.07283132353,1942.1340348178,-4063.26347848573,3141.19026100985,-2986.51011041048,-3997.31782735063,2302.07283132353,1942.1340348178,-4063.26347848573,3141.19026100985,0,0,0,-2986.51011041048,-3997.31782735063,2302.07283132353,1942.1340348178,-4063.26347848573,3141.19026100985,5000,-0,-0,-0,0,1,NONE
3,A191,1,193,-2986.31280160509,-4387.10103169164,-366.71570439906,1962.46839744592,-4564.87028875375,-1058.06419478782,-2986.31280160509,-4387.10103169164,-366.71570439906,1962.46839744592,-4564.87028875375,-1058.06419478782,0,0,0,-2986.31280160509,-4387.10103169164,-366.71570439906,1962.46839744592,-4564.87028875375,-1058.06419478782,5000,-0,-0,-0,0,1,NONE
3,A193,1,195,-2968.73708555886,-835.022338979809,-4918.29134699381,166.542246581075,-3757.3536433087,-2343.41207658218,-2968.73708555886,-835.022338979809,-4918.29134699381,166.542246581075,-3757.3536433087,-2343.41207658218,0,0,0,-2968.73708555886,-835.022338979809,-4918.29134699381,166.542246581075,-3757.3536433087,-2343.41207658218,5000,-0,-0,-0,0,1,NONE
3,A194,1,196,-2895.93436936923,1368.51452280352,-2002.05617326184,2103.42009067578,1354.80752479818,-1922.89114920624,-2895.93436936923,1368.51452280352,-2002.05617326184,2103.42009067578,1354.80752479818,-1922.89114920624,0,0,0,-2895.93436936923,1368.51452280352,-2002.05617326184,2103.42009067578,1354.80752479818,-1922.89114920624,5000,-0,-0,-0,0,1,NONE
3,A202,1,204,-2735.73864867041,4334.7976314327,-1158.0041120667,-2304.00169128125,318.681575067157,-4104.93726730237,-2735.73864867041,4334.7976314327,-1158.0041120667,-2304.00169128125,318.681575067157,-4104.93726730237,0,0,0,-2735.73864867041,4334.7976314327,-1158.0041120667,-2304.00169128125,318.681575067157,-4104.93726730237,5000,-0,-0,-0,0,1,NONE
3,A203,1,205,-2732.62655978701,3173.87799493308,-1253.96384006569,6.86960683836378,-247.520179918855,-3660.03850269874,-2732.62655978701,3173.87799493308,-1253.96384006569,6.86960683836378,-247.520179918855,-3660.03850269874,0,0,0,-2732.62655978701,3173.87799493308,-1253.96384006569,6.86960683836378,-247.520179918855,-3660.03850269874,5000,-0,-0,-0,0,1,NONE
3,A205,1,207,-2705.11635183855,2724.75473679113,209.559653063315,358.693964527135,3894.63999047646,3983.7396750735,-2705.11635183855,2724.75473679113,209.559653063315,358.693964527135,3894.63999047646,3983.7396750735,0,0,0,-2705.11635183855,2724.75473679113,209.559653063315,358.693964527135,3894.63999047646,3983.7396750735,5000,-0,-0,-0,0,1,NONE
3,A206,1,208,-2677.92026474569,-2636.29494613645,-4264.98243282158,272.65986457879,-1223.98345351364,-483.520658819213,-2677.92026474569,-2636.29494613645,-4264.98243282158,272.65986457879,-1223.98345351364,-483.520658819213,0,0,0,-2677.92026474569,-2636.29494613645,-4264.98243282158,272.65986457879,-1223.98345351364,-483.520658819213,5000.00000000001,-0,-0,-0,0,1,NONE
3,A211,1,213,-2558.22695403246,2942.37905225634,-2002.4004020602,2339.82657173754,2979.80168390297,-998.572127237908,-2558.22695403246,2942.37905225634,-2002.4004020602,2339.82657173754,2979.80168390297,-998.572127237908,0,0,0,-2558.22695403246,2942.37905225634,-2002.4004020602,2339.82657173754,2979.80168390297,-998.572127237908,5000,-0,-0,-0,0,1,NONE
3,A214,1,216,-2514.9777610282,-1076.90801464736,-2360.48997091467,2219.74083863324,-2656.87033186128,-2066.96167891529,-2514.9777610282,-1076.90801464736,-2360.48997091467,2219.74083863324,-2656.87033186128,-2066.96167891529,0,0,0,-2514.9777610282,-1076.90801464736,-2360.48997091467,2219.74083863324,-2656.87033186128,-2066.96167891529,5000,-0,-0,-0,0,1,NONE
3,A216,1,218,-2446.27314653107,1373.72966518059,-2438.82758059225,2551.99180759701,1375.05774147409,-2570.53059706634,-2446.27314653107,1373.72966518059,-2438.82758059225,2551.99180759701,1375.05774147409,-2570.53059706634,0,0,0,-2446.27314653107,1373.72966518059,-2438.82758059225,2551.99180759701,1375.05774147409,-2570.53059706634,5000,-0,-0,-0,0,1,NONE
3,A220,1,222,-2414.47353666484,-849.026396101761,-3329.22657332843,1356.42189347572,-3862.29170084743,-2025.16374579248,-2414.47353666484,-849.026396101761,-3329.22657332843,1356.42189347572,-3862.29170084743,-2025.16374579248,0,0,0,-2414.47353666484,-849.026396101761,-3329.22657332843,1356.42189347572,-3862.29170084743,-2025.16374579248,5000,-0,-0,-0,0,1,NONE
3,A221,1,223,-2406.55684813261,1553.72190916102,2981.06732438274,2590.26838778432,1411.12145989842,3087.85062632555,-2406.55684813261,1553.72190916102,2981.06732438274,2590.26838778432,1411.12145989842,3087.85062632555,0,0,0,-2406.55684813261,1553.72190916102,2981.06732438274,2590.26838778432,1411.12145989842,3087.85062632555,5000,-0,-0,-0,0,1,NONE
3,A222,1,224,-2404.00490826933,117.226869004377,-4832.9411747539,676.714848596792,2426.64187272604,-1642.9931939492,-2404.00490826933,117.226869004377,-4832.9411747539,676.714848596792,2426.64187272604,-1642.9931939492,0,0,0,-2404.00490826933,117.226869004377,-4832.9411747539,676.714848596792,2426.64187272604,-1642.9931939492,5000,-0,-0,-0,0,1,NONE
3,A223,1,225,-2395.64019653782,-119.973703180315,2506.29549538455,1357.798453951,-2985.68846615203,4149.27364323153,-2395.64019653782,-119.973703180315,2506.29549538455,1357.798453951,-2985.68846615203,4149.27364323153,0,0,0,-2395.64019653782,-119.973703180315,2506.29549538455,1357.798453951,-2985.68846615203,4149.27364323153,5000.00000000001,-0,-0,-0,0,1,NONE
